rank,title,artist,album,genre,streams,source,fetched_at,score,key
19,u + me = <3,Olivia Rodrigo,,,3313607,spotify_global,2026-06-19,64.0,u + me = <3 — olivia rodrigo
20,Self Aware,Temper City,,,3291403,spotify_global,2026-06-19,62.0,self aware — temper city
21,The One That Got Away,Katy Perry,,,3266869,spotify_global,2026-06-19,60.0,the one that got away — katy perry
22,Life Goes On,Oliver Tree,,,3193285,spotify_global,2026-06-19,57.99999999999999,life goes on — oliver tree
23,back to friends,sombr,,,3177068,spotify_global,2026-06-19,56.00000000000001,back to friends — sombr
24,"ICONIC BY MISTAKE (w/ ILLIT , KATSEYE )",LE SSERAFIM,,,3100670,spotify_global,2026-06-19,54.0,"iconic by mistake (w/ illit , katseye ) — le sserafim"
25,Janice STFU,Drake,,,2860074,spotify_global,2026-06-19,52.0,janice stfu — drake
26,Come Over,BTS,,,2838351,spotify_global,2026-06-19,50.0,come over — bts
27,End of Beginning,Djo,,,2837680,spotify_global,2026-06-19,48.0,end of beginning — djo
28,Iris,The Goo Goo Dolls,,,2820727,spotify_global,2026-06-19,46.0,iris — the goo goo dolls
29,Chicago,Michael Jackson,,,2751727,spotify_global,2026-06-19,44.0,chicago — michael jackson
30,Man I Need,Olivia Dean,,,2751009,spotify_global,2026-06-19,42.0,man i need — olivia dean
31,Dracula - JENNIE Remix (w/ JENNIE ),Tame Impala,,,2714534,spotify_global,2026-06-19,40.0,dracula - jennie remix (w/ jennie ) — tame impala
32,Love Me Not,Ravyn Lenae,,,2695276,spotify_global,2026-06-19,38.0,love me not — ravyn lenae
33,Choosin' Texas,Ella Langley,,,2647475,spotify_global,2026-06-19,36.0,choosin' texas — ella langley
34,Die With A Smile (w/ Bruno Mars ),Lady Gaga,,,2603433,spotify_global,2026-06-19,34.0,die with a smile (w/ bruno mars ) — lady gaga
35,DtMF,Bad Bunny,,,2580999,spotify_global,2026-06-19,32.0,dtmf — bad bunny
36,"I Knew It, I Knew You",Taylor Swift,,,2572708,spotify_global,2026-06-19,30.0,"i knew it, i knew you — taylor swift"
37,The Fate of Ophelia,Taylor Swift,,,2533145,spotify_global,2026-06-19,28.000000000000004,the fate of ophelia — taylor swift
38,cigarette smoke,Olivia Rodrigo,,,2521764,spotify_global,2026-06-19,26.0,cigarette smoke — olivia rodrigo
39,purple,Olivia Rodrigo,,,2513895,spotify_global,2026-06-19,24.0,purple — olivia rodrigo
40,On The Floor (w/ Pitbull ),Jennifer Lopez,,,2491354,spotify_global,2026-06-19,22.0,on the floor (w/ pitbull ) — jennifer lopez
41,Risk It All,Bruno Mars,,,2429828,spotify_global,2026-06-19,20.0,risk it all — bruno mars
42,Raindance (w/ Tems ),Dave,,,2418678,spotify_global,2026-06-19,18.0,raindance (w/ tems ) — dave
43,So Easy (To Fall In Love),Olivia Dean,,,2367221,spotify_global,2026-06-19,16.0,so easy (to fall in love) — olivia dean
44,BIRDS OF A FEATHER,Billie Eilish,,,2361894,spotify_global,2026-06-19,14.000000000000002,birds of a feather — billie eilish
45,Miss You - Bonus Track (w/ Robin Schulz ),Oliver Tree,,,2315866,spotify_global,2026-06-19,12.0,miss you - bonus track (w/ robin schulz ) — oliver tree
46,Human Nature,Michael Jackson,,,2252362,spotify_global,2026-06-19,10.0,human nature — michael jackson
47,Sweater Weather,The Neighbourhood,,,2230034,spotify_global,2026-06-19,8.0,sweater weather — the neighbourhood
48,Sailor Song,Gigi Perez,,,2218689,spotify_global,2026-06-19,6.0,sailor song — gigi perez
49,Cinderella (w/ Ty Dolla $ign ),Mac Miller,,,2206942,spotify_global,2026-06-19,4.0,cinderella (w/ ty dolla $ign ) — mac miller
50,Treat You Better,Shawn Mendes,,,2193624,spotify_global,2026-06-19,2.0,treat you better — shawn mendes
1,stupid song,Olivia Rodrigo,,,2338092,spotify_us,2026-06-19,100.0,stupid song — olivia rodrigo
2,the cure,Olivia Rodrigo,,,1705850,spotify_us,2026-06-19,98.0,the cure — olivia rodrigo
3,Choosin' Texas,Ella Langley,,,1558500,spotify_us,2026-06-19,96.0,choosin' texas — ella langley
4,honeybee,Olivia Rodrigo,,,1556406,spotify_us,2026-06-19,94.0,honeybee — olivia rodrigo
5,drop dead,Olivia Rodrigo,,,1457304,spotify_us,2026-06-19,92.0,drop dead — olivia rodrigo
6,hate that i made you love me,Ariana Grande,,,1397528,spotify_us,2026-06-19,90.0,hate that i made you love me — ariana grande
7,maggots for brains,Olivia Rodrigo,,,1384089,spotify_us,2026-06-19,88.0,maggots for brains — olivia rodrigo
8,expectations,Olivia Rodrigo,,,1333742,spotify_us,2026-06-19,86.0,expectations — olivia rodrigo
9,Earrings,Malcolm Todd,,,1329822,spotify_us,2026-06-19,84.0,earrings — malcolm todd
10,my way,Olivia Rodrigo,,,1320415,spotify_us,2026-06-19,82.0,my way — olivia rodrigo
11,begged,Olivia Rodrigo,,,1287830,spotify_us,2026-06-19,80.0,begged — olivia rodrigo
12,whatâs wrong with me (w/ Robert Smith ),Olivia Rodrigo,,,1277739,spotify_us,2026-06-19,78.0,whatâs wrong with me (w/ robert smith ) — olivia rodrigo
13,u + me = <3,Olivia Rodrigo,,,1261084,spotify_us,2026-06-19,76.0,u + me = <3 — olivia rodrigo
14,less,Olivia Rodrigo,,,1211633,spotify_us,2026-06-19,74.0,less — olivia rodrigo
15,Janice STFU,Drake,,,1100654,spotify_us,2026-06-19,72.0,janice stfu — drake
16,Cinderella (w/ Ty Dolla $ign ),Mac Miller,,,1008473,spotify_us,2026-06-19,70.0,cinderella (w/ ty dolla $ign ) — mac miller
17,cigarette smoke,Olivia Rodrigo,,,994917,spotify_us,2026-06-19,68.0,cigarette smoke — olivia rodrigo
18,purple,Olivia Rodrigo,,,986337,spotify_us,2026-06-19,66.0,purple — olivia rodrigo
19,Billie Jean,Michael Jackson,,,983302,spotify_us,2026-06-19,64.0,billie jean — michael jackson
20,Be Her,Ella Langley,,,954294,spotify_us,2026-06-19,62.0,be her — ella langley
21,Babydoll,Dominic Fike,,,930268,spotify_us,2026-06-19,60.0,babydoll — dominic fike
22,"I Knew It, I Knew You",Taylor Swift,,,926638,spotify_us,2026-06-19,57.99999999999999,"i knew it, i knew you — taylor swift"
23,Chicago,Michael Jackson,,,873227,spotify_us,2026-06-19,56.00000000000001,chicago — michael jackson
24,Mr. Brightside,The Killers,,,819907,spotify_us,2026-06-19,54.0,mr. brightside — the killers
25,Man I Need,Olivia Dean,,,771999,spotify_us,2026-06-19,52.0,man i need — olivia dean
26,"ICONIC BY MISTAKE (w/ ILLIT , KATSEYE )",LE SSERAFIM,,,752125,spotify_us,2026-06-19,50.0,"iconic by mistake (w/ illit , katseye ) — le sserafim"
27,Beat It,Michael Jackson,,,718133,spotify_us,2026-06-19,48.0,beat it — michael jackson
28,I Got Better,Morgan Wallen,,,698652,spotify_us,2026-06-19,46.0,i got better — morgan wallen
29,Life Goes On,Oliver Tree,,,685052,spotify_us,2026-06-19,44.0,life goes on — oliver tree
30,Freakinâ Out,Dexter and The Moonrocks,,,675114,spotify_us,2026-06-19,42.0,freakinâ out — dexter and the moonrocks
31,Broken Window Serenade,Whiskey Myers,,,659015,spotify_us,2026-06-19,40.0,broken window serenade — whiskey myers
32,weren't for the wind,Ella Langley,,,643115,spotify_us,2026-06-19,38.0,weren't for the wind — ella langley
33,Self Aware,Temper City,,,640414,spotify_us,2026-06-19,36.0,self aware — temper city
34,Beauty And A Beat (w/ Nicki Minaj ),Justin Bieber,,,639772,spotify_us,2026-06-19,34.0,beauty and a beat (w/ nicki minaj ) — justin bieber
35,Dreams - 2001 Remaster,Fleetwood Mac,,,637579,spotify_us,2026-06-19,32.0,dreams - 2001 remaster — fleetwood mac
36,E85,Don Toliver,,,635846,spotify_us,2026-06-19,30.0,e85 — don toliver
37,Stateside + Zara Larsson (w/ Zara Larsson ),PinkPantheress,,,623322,spotify_us,2026-06-19,28.000000000000004,stateside + zara larsson (w/ zara larsson ) — pinkpantheress
38,NOBLE,F3miii,,,618409,spotify_us,2026-06-19,26.0,noble — f3miii
39,Human Nature,Michael Jackson,,,612396,spotify_us,2026-06-19,24.0,human nature — michael jackson
40,Shabang,Drake,,,605811,spotify_us,2026-06-19,22.0,shabang — drake
41,I Can't Love You Anymore (w/ Morgan Wallen ),Ella Langley,,,604140,spotify_us,2026-06-19,20.0,i can't love you anymore (w/ morgan wallen ) — ella langley
42,Orbiter,Noah Kahan,,,599781,spotify_us,2026-06-19,18.0,orbiter — noah kahan
43,So Easy (To Fall In Love),Olivia Dean,,,592758,spotify_us,2026-06-19,16.0,so easy (to fall in love) — olivia dean
44,Boston,STELLA LEFTY,,,576253,spotify_us,2026-06-19,14.000000000000002,boston — stella lefty
45,Don't Stop 'Til You Get Enough - Single Version,Michael Jackson,,,572141,spotify_us,2026-06-19,12.0,don't stop 'til you get enough - single version — michael jackson
46,DtMF,Bad Bunny,,,566308,spotify_us,2026-06-19,10.0,dtmf — bad bunny
47,Iris,The Goo Goo Dolls,,,564112,spotify_us,2026-06-19,8.0,iris — the goo goo dolls
48,back to friends,sombr,,,563189,spotify_us,2026-06-19,6.0,back to friends — sombr
49,The One That Got Away,Katy Perry,,,558254,spotify_us,2026-06-19,4.0,the one that got away — katy perry
50,Miss You - Bonus Track (w/ Robin Schulz ),Oliver Tree,,,552932,spotify_us,2026-06-19,2.0,miss you - bonus track (w/ robin schulz ) — oliver tree
1,"I Knew It, I Knew You",Taylor Swift,,,0,billboard,2026-06-19,100.0,"i knew it, i knew you — taylor swift"
2,Choosin' Texas,Ella Langley,,,0,billboard,2026-06-19,98.0,choosin' texas — ella langley
3,Janice STFU,Drake,,,0,billboard,2026-06-19,96.0,janice stfu — drake
4,Be Her,Ella Langley,,,0,billboard,2026-06-19,94.0,be her — ella langley
5,Hate That I Made You Love Me,Ariana Grande,,,0,billboard,2026-06-19,92.0,hate that i made you love me — ariana grande
6,I Just Might,Bruno Mars,,,0,billboard,2026-06-19,90.0,i just might — bruno mars
7,Man I Need,Olivia Dean,,,0,billboard,2026-06-19,88.0,man i need — olivia dean
8,So Easy (To Fall In Love),Olivia Dean,,,0,billboard,2026-06-19,86.0,so easy (to fall in love) — olivia dean
9,I Can't Love You Anymore,Ella Langley & Morgan Wallen,,,0,billboard,2026-06-19,84.0,i can't love you anymore — ella langley & morgan wallen
10,Dracula,Tame Impala & JENNIE,,,0,billboard,2026-06-19,82.0,dracula — tame impala & jennie
11,Shabang,Drake,,,0,billboard,2026-06-19,80.0,shabang — drake
12,Risk It All,Bruno Mars,,,0,billboard,2026-06-19,78.0,risk it all — bruno mars
13,Drop Dead,Olivia Rodrigo,,,0,billboard,2026-06-19,76.0,drop dead — olivia rodrigo
14,Boston,Stella Lefty,,,0,billboard,2026-06-19,74.0,boston — stella lefty
15,Stateside,PinkPantheress With Zara Larsson,,,0,billboard,2026-06-19,72.0,stateside — pinkpantheress with zara larsson
16,Folded,Kehlani,,,0,billboard,2026-06-19,70.0,folded — kehlani
17,The Cure,Olivia Rodrigo,,,0,billboard,2026-06-19,68.0,the cure — olivia rodrigo
18,Billie Jean,Michael Jackson,,,0,billboard,2026-06-19,66.0,billie jean — michael jackson
19,Homewrecker,sombr,,,0,billboard,2026-06-19,64.0,homewrecker — sombr
20,Midnight Sun,Zara Larsson,,,0,billboard,2026-06-19,62.0,midnight sun — zara larsson
21,Ran To Atlanta,Drake Featuring Future & Molly Santana,,,0,billboard,2026-06-19,60.0,ran to atlanta — drake featuring future & molly santana
22,Earrings,Malcolm Todd,,,0,billboard,2026-06-19,57.99999999999999,earrings — malcolm todd
23,Whisper My Name,Drake,,,0,billboard,2026-06-19,56.00000000000001,whisper my name — drake
24,Change My Mind,Riley Green,,,0,billboard,2026-06-19,54.0,change my mind — riley green
25,Be By You,Luke Combs,,,0,billboard,2026-06-19,52.0,be by you — luke combs
26,National Treasures,Drake,,,0,billboard,2026-06-19,50.0,national treasures — drake
27,Chicago,Michael Jackson,,,0,billboard,2026-06-19,48.0,chicago — michael jackson
28,Babydoll,Dominic Fike,,,0,billboard,2026-06-19,46.0,babydoll — dominic fike
29,Sleepless In A Hotel Room,Luke Combs,,,0,billboard,2026-06-19,44.0,sleepless in a hotel room — luke combs
30,2 Hard 4 The Radio,Drake,,,0,billboard,2026-06-19,42.0,2 hard 4 the radio — drake
31,Cinderella,Mac Miller Featuring Ty Dolla $ign,,,0,billboard,2026-06-19,40.0,cinderella — mac miller featuring ty dolla $ign
32,E85,Don Toliver,,,0,billboard,2026-06-19,38.0,e85 — don toliver
33,Don't We,Morgan Wallen,,,0,billboard,2026-06-19,36.0,don't we — morgan wallen
34,Spend Dat,Yung Miami,,,0,billboard,2026-06-19,34.0,spend dat — yung miami
35,Loving Life Again,Ella Langley,,,0,billboard,2026-06-19,32.0,loving life again — ella langley
36,Pop Dat Thang,DaBaby,,,0,billboard,2026-06-19,30.0,pop dat thang — dababy
37,Human Nature,Michael Jackson,,,0,billboard,2026-06-19,28.000000000000004,human nature — michael jackson
38,Motion Party,BossMan Dlow,,,0,billboard,2026-06-19,26.0,motion party — bossman dlow
39,American Girls,Harry Styles,,,0,billboard,2026-06-19,24.0,american girls — harry styles
40,Freakin' Out,Dexter And The Moonrocks,,,0,billboard,2026-06-19,22.0,freakin' out — dexter and the moonrocks
41,The Great Divide,Noah Kahan,,,0,billboard,2026-06-19,20.0,the great divide — noah kahan
42,Hit The Wall,Gracie Abrams,,,0,billboard,2026-06-19,18.0,hit the wall — gracie abrams
43,Swim,BTS,,,0,billboard,2026-06-19,16.0,swim — bts
44,Die On This Hill,Sienna Spiro,,,0,billboard,2026-06-19,14.000000000000002,die on this hill — sienna spiro
45,Plot Twist,Drake,,,0,billboard,2026-06-19,12.0,plot twist — drake
46,Don't Stop 'Til You Get Enough,Michael Jackson,,,0,billboard,2026-06-19,10.0,don't stop 'til you get enough — michael jackson
47,Lush Life,Zara Larsson,,,0,billboard,2026-06-19,8.0,lush life — zara larsson
48,B's On The Table,Drake Featuring 21 Savage,,,0,billboard,2026-06-19,6.0,b's on the table — drake featuring 21 savage
49,Iloveitiloveitiloveit,Bella Kay,,,0,billboard,2026-06-19,4.0,iloveitiloveitiloveit — bella kay
50,Fever Dream,Alex Warren,,,0,billboard,2026-06-19,2.0,fever dream — alex warren
