rank,title,artist,album,genre,streams,source,fetched_at,score,key
1,Choosin' Texas,Ella Langley,,Country,0,apple_music,2026-05-15,100.0,choosin' texas — ella langley
2,I Can't Love You Anymore,Ella Langley & Morgan Wallen,,Country,0,apple_music,2026-05-15,98.0,i can't love you anymore — ella langley & morgan wallen
3,Be Her,Ella Langley,,Country,0,apple_music,2026-05-15,96.0,be her — ella langley
4,Human Nature,Michael Jackson,,Pop,0,apple_music,2026-05-15,94.0,human nature — michael jackson
5,Billie Jean,Michael Jackson,,Pop,0,apple_music,2026-05-15,92.0,billie jean — michael jackson
6,20 Cigarettes,Morgan Wallen,,Country,0,apple_music,2026-05-15,90.0,20 cigarettes — morgan wallen
7,E85,Don Toliver,,Hip-Hop/Rap,0,apple_music,2026-05-15,88.0,e85 — don toliver
8,I'm The Problem,Morgan Wallen,,Country,0,apple_music,2026-05-15,86.0,i'm the problem — morgan wallen
9,Dirty Diana,Michael Jackson,,Pop,0,apple_music,2026-05-15,84.0,dirty diana — michael jackson
10,Man I Need,Olivia Dean,,Pop,0,apple_music,2026-05-15,82.0,man i need — olivia dean
11,Doors,Noah Kahan,,Alternative,0,apple_music,2026-05-15,80.0,doors — noah kahan
12,What I Want,Morgan Wallen & Tate McRae,,Country,0,apple_music,2026-05-15,78.0,what i want — morgan wallen & tate mcrae
13,Bottom Of Your Boots,Ella Langley,,Country,0,apple_music,2026-05-15,76.0,bottom of your boots — ella langley
14,Freestyle,Lil Baby,,Hip-Hop/Rap,0,apple_music,2026-05-15,74.0,freestyle — lil baby
15,WAIT FOR U (feat. Drake & Tems),Future,,Hip-Hop/Rap,0,apple_music,2026-05-15,72.0,wait for u (feat. drake & tems) — future
16,Beat It,Michael Jackson,,Pop,0,apple_music,2026-05-15,70.0,beat it — michael jackson
17,drop dead,Olivia Rodrigo,,Pop,0,apple_music,2026-05-15,68.0,drop dead — olivia rodrigo
18,Don't Stop 'Til You Get Enough,Michael Jackson,,Pop,0,apple_music,2026-05-15,66.0,don't stop 'til you get enough — michael jackson
19,In A Minute,Lil Baby,,Hip-Hop/Rap,0,apple_music,2026-05-15,64.0,in a minute — lil baby
20,Dandelion,Ella Langley,,Country,0,apple_music,2026-05-15,62.0,dandelion — ella langley
21,Just In Case,Morgan Wallen,,Country,0,apple_music,2026-05-15,60.0,just in case — morgan wallen
22,Be By You,Luke Combs,,Country,0,apple_music,2026-05-15,57.99999999999999,be by you — luke combs
23,Best I Ever Had,Drake,,Hip-Hop/Rap,0,apple_music,2026-05-15,56.00000000000001,best i ever had — drake
24,Freakin’ Out,Dexter and The Moonrocks,,Rock,0,apple_music,2026-05-15,54.0,freakin’ out — dexter and the moonrocks
25,Spin You Around (1/24),Morgan Wallen,,Country,0,apple_music,2026-05-15,52.0,spin you around (1/24) — morgan wallen
26,Last Night,Morgan Wallen,,Country,0,apple_music,2026-05-15,50.0,last night — morgan wallen
27,Rock With You,Michael Jackson,,Pop,0,apple_music,2026-05-15,48.0,rock with you — michael jackson
28,Boston,STELLA LEFTY,,Country,0,apple_music,2026-05-15,46.0,boston — stella lefty
29,Ordinary,Alex Warren,,Pop,0,apple_music,2026-05-15,44.0,ordinary — alex warren
30,Wants and Needs (feat. Lil Baby),Drake,,Hip-Hop/Rap,0,apple_music,2026-05-15,42.0,wants and needs (feat. lil baby) — drake
