rank,title,artist,album,genre,streams,source,fetched_at,score,key
31,Risk It All,Bruno Mars,,,2352441,spotify_global,2026-06-26,40.0,risk it all — bruno mars
32,Dracula - JENNIE Remix (w/ JENNIE ),Tame Impala,,,2350479,spotify_global,2026-06-26,38.0,dracula - jennie remix (w/ jennie ) — tame impala
33,expectations,Olivia Rodrigo,,,2314960,spotify_global,2026-06-26,36.0,expectations — olivia rodrigo
34,maggots for brains,Olivia Rodrigo,,,2299067,spotify_global,2026-06-26,34.0,maggots for brains — olivia rodrigo
35,So Easy (To Fall In Love),Olivia Dean,,,2269422,spotify_global,2026-06-26,32.0,so easy (to fall in love) — olivia dean
36,less,Olivia Rodrigo,,,2232813,spotify_global,2026-06-26,30.0,less — olivia rodrigo
37,BAILE INoLVIDABLE,Bad Bunny,,,2227623,spotify_global,2026-06-26,28.000000000000004,baile inolvidable — bad bunny
38,"One Dance (w/ Wizkid , Kyla )",Drake,,,2203335,spotify_global,2026-06-26,26.0,"one dance (w/ wizkid , kyla ) — drake"
39,my way,Olivia Rodrigo,,,2202597,spotify_global,2026-06-26,24.0,my way — olivia rodrigo
40,Mr. Brightside,The Killers,,,2202561,spotify_global,2026-06-26,22.0,mr. brightside — the killers
41,Cinderella (w/ Ty Dolla $ign ),Mac Miller,,,2201717,spotify_global,2026-06-26,20.0,cinderella (w/ ty dolla $ign ) — mac miller
42,BIRDS OF A FEATHER,Billie Eilish,,,2199100,spotify_global,2026-06-26,18.0,birds of a feather — billie eilish
43,Sailor Song,Gigi Perez,,,2178464,spotify_global,2026-06-26,16.0,sailor song — gigi perez
44,whatâs wrong with me (w/ Robert Smith ),Olivia Rodrigo,,,2177679,spotify_global,2026-06-26,14.000000000000002,whatâs wrong with me (w/ robert smith ) — olivia rodrigo
45,"I Knew It, I Knew You",Taylor Swift,,,2170757,spotify_global,2026-06-26,12.0,"i knew it, i knew you — taylor swift"
46,NUEVAYoL,Bad Bunny,,,2151924,spotify_global,2026-06-26,10.0,nuevayol — bad bunny
47,On The Floor (w/ Pitbull ),Jennifer Lopez,,,2151394,spotify_global,2026-06-26,8.0,on the floor (w/ pitbull ) — jennifer lopez
48,Sweater Weather,The Neighbourhood,,,2119950,spotify_global,2026-06-26,6.0,sweater weather — the neighbourhood
49,u + me = <3,Olivia Rodrigo,,,2119678,spotify_global,2026-06-26,4.0,u + me = <3 — olivia rodrigo
50,"Cuando No Era Cantante RMX - Remix (w/ Anuel AA , Fuerza Regida , Yung Beef )",El Bogueto,,,2102786,spotify_global,2026-06-26,2.0,"cuando no era cantante rmx - remix (w/ anuel aa , fuerza regida , yung beef ) — el bogueto"
1,stupid song,Olivia Rodrigo,,,1709318,spotify_us,2026-06-26,100.0,stupid song — olivia rodrigo
2,Choosin' Texas,Ella Langley,,,1525615,spotify_us,2026-06-26,98.0,choosin' texas — ella langley
3,the cure,Olivia Rodrigo,,,1238535,spotify_us,2026-06-26,96.0,the cure — olivia rodrigo
4,hate that i made you love me,Ariana Grande,,,1170925,spotify_us,2026-06-26,94.0,hate that i made you love me — ariana grande
5,Earrings,Malcolm Todd,,,1136482,spotify_us,2026-06-26,92.0,earrings — malcolm todd
6,honeybee,Olivia Rodrigo,,,1127288,spotify_us,2026-06-26,90.0,honeybee — olivia rodrigo
7,drop dead,Olivia Rodrigo,,,1067667,spotify_us,2026-06-26,88.0,drop dead — olivia rodrigo
8,Cinderella (w/ Ty Dolla $ign ),Mac Miller,,,1006369,spotify_us,2026-06-26,86.0,cinderella (w/ ty dolla $ign ) — mac miller
9,Janice STFU,Drake,,,999562,spotify_us,2026-06-26,84.0,janice stfu — drake
10,Be Her,Ella Langley,,,955669,spotify_us,2026-06-26,82.0,be her — ella langley
11,expectations,Olivia Rodrigo,,,944877,spotify_us,2026-06-26,80.0,expectations — olivia rodrigo
12,maggots for brains,Olivia Rodrigo,,,920552,spotify_us,2026-06-26,78.0,maggots for brains — olivia rodrigo
13,Billie Jean,Michael Jackson,,,902596,spotify_us,2026-06-26,76.0,billie jean — michael jackson
14,my way,Olivia Rodrigo,,,876113,spotify_us,2026-06-26,74.0,my way — olivia rodrigo
15,whatâs wrong with me (w/ Robert Smith ),Olivia Rodrigo,,,862863,spotify_us,2026-06-26,72.0,whatâs wrong with me (w/ robert smith ) — olivia rodrigo
16,"I Knew It, I Knew You",Taylor Swift,,,831635,spotify_us,2026-06-26,70.0,"i knew it, i knew you — taylor swift"
17,u + me = <3,Olivia Rodrigo,,,828393,spotify_us,2026-06-26,68.0,u + me = <3 — olivia rodrigo
18,Mr. Brightside,The Killers,,,826694,spotify_us,2026-06-26,66.0,mr. brightside — the killers
19,Babydoll,Dominic Fike,,,825983,spotify_us,2026-06-26,64.0,babydoll — dominic fike
20,begged,Olivia Rodrigo,,,811851,spotify_us,2026-06-26,62.0,begged — olivia rodrigo
21,Chicago,Michael Jackson,,,807856,spotify_us,2026-06-26,60.0,chicago — michael jackson
22,less,Olivia Rodrigo,,,795999,spotify_us,2026-06-26,57.99999999999999,less — olivia rodrigo
23,Man I Need,Olivia Dean,,,744222,spotify_us,2026-06-26,56.00000000000001,man i need — olivia dean
24,Broken Window Serenade,Whiskey Myers,,,728052,spotify_us,2026-06-26,54.0,broken window serenade — whiskey myers
25,I Got Better,Morgan Wallen,,,682675,spotify_us,2026-06-26,52.0,i got better — morgan wallen
26,Beat It,Michael Jackson,,,655415,spotify_us,2026-06-26,50.0,beat it — michael jackson
27,cigarette smoke,Olivia Rodrigo,,,642106,spotify_us,2026-06-26,48.0,cigarette smoke — olivia rodrigo
28,weren't for the wind,Ella Langley,,,640146,spotify_us,2026-06-26,46.0,weren't for the wind — ella langley
29,Freakinâ Out,Dexter and The Moonrocks,,,638423,spotify_us,2026-06-26,44.0,freakinâ out — dexter and the moonrocks
30,Dreams - 2001 Remaster,Fleetwood Mac,,,624932,spotify_us,2026-06-26,42.0,dreams - 2001 remaster — fleetwood mac
31,Beauty And A Beat (w/ Nicki Minaj ),Justin Bieber,,,614067,spotify_us,2026-06-26,40.0,beauty and a beat (w/ nicki minaj ) — justin bieber
32,E85,Don Toliver,,,612599,spotify_us,2026-06-26,38.0,e85 — don toliver
33,purple,Olivia Rodrigo,,,606270,spotify_us,2026-06-26,36.0,purple — olivia rodrigo
34,I Can't Love You Anymore (w/ Morgan Wallen ),Ella Langley,,,600097,spotify_us,2026-06-26,34.0,i can't love you anymore (w/ morgan wallen ) — ella langley
35,The One That Got Away,Katy Perry,,,597752,spotify_us,2026-06-26,32.0,the one that got away — katy perry
36,"ICONIC BY MISTAKE (w/ ILLIT , KATSEYE )",LE SSERAFIM,,,596731,spotify_us,2026-06-26,30.0,"iconic by mistake (w/ illit , katseye ) — le sserafim"
37,Stateside + Zara Larsson (w/ Zara Larsson ),PinkPantheress,,,588725,spotify_us,2026-06-26,28.000000000000004,stateside + zara larsson (w/ zara larsson ) — pinkpantheress
38,So Easy (To Fall In Love),Olivia Dean,,,585518,spotify_us,2026-06-26,26.0,so easy (to fall in love) — olivia dean
39,Self Aware,Temper City,,,574160,spotify_us,2026-06-26,24.0,self aware — temper city
40,DAISIES,Justin Bieber,,,568758,spotify_us,2026-06-26,22.0,daisies — justin bieber
41,Life Goes On,Oliver Tree,,,564448,spotify_us,2026-06-26,20.0,life goes on — oliver tree
42,Orbiter,Noah Kahan,,,562062,spotify_us,2026-06-26,18.0,orbiter — noah kahan
43,Shabang,Drake,,,560721,spotify_us,2026-06-26,16.0,shabang — drake
44,Human Nature,Michael Jackson,,,559424,spotify_us,2026-06-26,14.000000000000002,human nature — michael jackson
45,Iris,The Goo Goo Dolls,,,554672,spotify_us,2026-06-26,12.0,iris — the goo goo dolls
46,Don't Stop 'Til You Get Enough - Single Version,Michael Jackson,,,554658,spotify_us,2026-06-26,10.0,don't stop 'til you get enough - single version — michael jackson
47,DtMF,Bad Bunny,,,552564,spotify_us,2026-06-26,8.0,dtmf — bad bunny
48,back to friends,sombr,,,547428,spotify_us,2026-06-26,6.0,back to friends — sombr
49,NOBLE,F3miii,,,546111,spotify_us,2026-06-26,4.0,noble — f3miii
50,Boston,STELLA LEFTY,,,540286,spotify_us,2026-06-26,2.0,boston — stella lefty
1,"I Knew It, I Knew You",Taylor Swift,,,0,billboard,2026-06-26,100.0,"i knew it, i knew you — taylor swift"
2,Choosin' Texas,Ella Langley,,,0,billboard,2026-06-26,98.0,choosin' texas — ella langley
3,Stupid Song,Olivia Rodrigo,,,0,billboard,2026-06-26,96.0,stupid song — olivia rodrigo
4,Drop Dead,Olivia Rodrigo,,,0,billboard,2026-06-26,94.0,drop dead — olivia rodrigo
5,Be Her,Ella Langley,,,0,billboard,2026-06-26,92.0,be her — ella langley
6,The Cure,Olivia Rodrigo,,,0,billboard,2026-06-26,90.0,the cure — olivia rodrigo
7,Janice STFU,Drake,,,0,billboard,2026-06-26,88.0,janice stfu — drake
8,Hate That I Made You Love Me,Ariana Grande,,,0,billboard,2026-06-26,86.0,hate that i made you love me — ariana grande
9,Honeybee,Olivia Rodrigo,,,0,billboard,2026-06-26,84.0,honeybee — olivia rodrigo
10,Man I Need,Olivia Dean,,,0,billboard,2026-06-26,82.0,man i need — olivia dean
11,I Just Might,Bruno Mars,,,0,billboard,2026-06-26,80.0,i just might — bruno mars
12,Maggots For Brains,Olivia Rodrigo,,,0,billboard,2026-06-26,78.0,maggots for brains — olivia rodrigo
13,So Easy (To Fall In Love),Olivia Dean,,,0,billboard,2026-06-26,76.0,so easy (to fall in love) — olivia dean
14,I Can't Love You Anymore,Ella Langley & Morgan Wallen,,,0,billboard,2026-06-26,74.0,i can't love you anymore — ella langley & morgan wallen
15,My Way,Olivia Rodrigo,,,0,billboard,2026-06-26,72.0,my way — olivia rodrigo
16,Begged,Olivia Rodrigo,,,0,billboard,2026-06-26,70.0,begged — olivia rodrigo
17,What's Wrong With Me,Olivia Rodrigo & Robert Smith,,,0,billboard,2026-06-26,68.0,what's wrong with me — olivia rodrigo & robert smith
18,Dracula,Tame Impala & JENNIE,,,0,billboard,2026-06-26,66.0,dracula — tame impala & jennie
19,u + me = <3,Olivia Rodrigo,,,0,billboard,2026-06-26,64.0,u + me = <3 — olivia rodrigo
20,Expectations,Olivia Rodrigo,,,0,billboard,2026-06-26,62.0,expectations — olivia rodrigo
21,Less,Olivia Rodrigo,,,0,billboard,2026-06-26,60.0,less — olivia rodrigo
22,Boston,Stella Lefty,,,0,billboard,2026-06-26,57.99999999999999,boston — stella lefty
23,Risk It All,Bruno Mars,,,0,billboard,2026-06-26,56.00000000000001,risk it all — bruno mars
24,Stateside,PinkPantheress With Zara Larsson,,,0,billboard,2026-06-26,54.0,stateside — pinkpantheress with zara larsson
25,Purple,Olivia Rodrigo,,,0,billboard,2026-06-26,52.0,purple — olivia rodrigo
26,Shabang,Drake,,,0,billboard,2026-06-26,50.0,shabang — drake
27,Cigarette Smoke,Olivia Rodrigo,,,0,billboard,2026-06-26,48.0,cigarette smoke — olivia rodrigo
28,Homewrecker,sombr,,,0,billboard,2026-06-26,46.0,homewrecker — sombr
29,Midnight Sun,Zara Larsson,,,0,billboard,2026-06-26,44.0,midnight sun — zara larsson
30,Earrings,Malcolm Todd,,,0,billboard,2026-06-26,42.0,earrings — malcolm todd
31,Be By You,Luke Combs,,,0,billboard,2026-06-26,40.0,be by you — luke combs
32,Don't We,Morgan Wallen,,,0,billboard,2026-06-26,38.0,don't we — morgan wallen
33,Cinderella,Mac Miller Featuring Ty Dolla $ign,,,0,billboard,2026-06-26,36.0,cinderella — mac miller featuring ty dolla $ign
34,Babydoll,Dominic Fike,,,0,billboard,2026-06-26,34.0,babydoll — dominic fike
35,Spend Dat,Yung Miami,,,0,billboard,2026-06-26,32.0,spend dat — yung miami
36,Ran To Atlanta,Drake Featuring Future & Molly Santana,,,0,billboard,2026-06-26,30.0,ran to atlanta — drake featuring future & molly santana
37,Chicago,Michael Jackson,,,0,billboard,2026-06-26,28.000000000000004,chicago — michael jackson
38,Iconic By Mistake,"Le Sserafim, ILLIT & KATSEYE",,,0,billboard,2026-06-26,26.0,"iconic by mistake — le sserafim, illit & katseye"
39,Sleepless In A Hotel Room,Luke Combs,,,0,billboard,2026-06-26,24.0,sleepless in a hotel room — luke combs
40,E85,Don Toliver,,,0,billboard,2026-06-26,22.0,e85 — don toliver
41,Whisper My Name,Drake,,,0,billboard,2026-06-26,20.0,whisper my name — drake
42,Loving Life Again,Ella Langley,,,0,billboard,2026-06-26,18.0,loving life again — ella langley
43,Pop Dat Thang,DaBaby,,,0,billboard,2026-06-26,16.0,pop dat thang — dababy
44,National Treasures,Drake,,,0,billboard,2026-06-26,14.000000000000002,national treasures — drake
45,2 Hard 4 The Radio,Drake,,,0,billboard,2026-06-26,12.0,2 hard 4 the radio — drake
46,American Girls,Harry Styles,,,0,billboard,2026-06-26,10.0,american girls — harry styles
47,Human Nature,Michael Jackson,,,0,billboard,2026-06-26,8.0,human nature — michael jackson
48,Freakin' Out,Dexter And The Moonrocks,,,0,billboard,2026-06-26,6.0,freakin' out — dexter and the moonrocks
49,Change My Mind,Riley Green,,,0,billboard,2026-06-26,4.0,change my mind — riley green
50,The Great Divide,Noah Kahan,,,0,billboard,2026-06-26,2.0,the great divide — noah kahan
