rank,title,artist,album,genre,streams,source,fetched_at,score,key
27,Beat It,Michael Jackson,,,2247961,spotify_global,2026-08-14,48.0,beat it — michael jackson
28,Sailor Song,Gigi Perez,,,2228034,spotify_global,2026-08-14,46.0,sailor song — gigi perez
29,Sweater Weather,The Neighbourhood,,,2225107,spotify_global,2026-08-14,44.0,sweater weather — the neighbourhood
30,Ordinary,Alex Warren,,,2206171,spotify_global,2026-08-14,42.0,ordinary — alex warren
31,DtMF,Bad Bunny,,,2198746,spotify_global,2026-08-14,40.0,dtmf — bad bunny
32,Jamaican (Bam Bam) (w/ SOLTO (FR) ),HUGEL,,,2132862,spotify_global,2026-08-14,38.0,jamaican (bam bam) (w/ solto (fr) ) — hugel
33,The Fate of Ophelia,Taylor Swift,,,2121931,spotify_global,2026-08-14,36.0,the fate of ophelia — taylor swift
34,EoO,Bad Bunny,,,2113818,spotify_global,2026-08-14,34.0,eoo — bad bunny
35,Sesi Potret (w/ Ari Lesmana ),eÅau,,,2097877,spotify_global,2026-08-14,32.0,sesi potret (w/ ari lesmana ) — eåau
36,Mr. Brightside,The Killers,,,2095419,spotify_global,2026-08-14,30.0,mr. brightside — the killers
37,BIRDS OF A FEATHER,Billie Eilish,,,2047264,spotify_global,2026-08-14,28.000000000000004,birds of a feather — billie eilish
38,Sign of the Times,Harry Styles,,,2028255,spotify_global,2026-08-14,26.0,sign of the times — harry styles
39,So Easy (To Fall In Love),Olivia Dean,,,1999297,spotify_global,2026-08-14,24.0,so easy (to fall in love) — olivia dean
40,Starboy (w/ Daft Punk ),The Weeknd,,,1990558,spotify_global,2026-08-14,22.0,starboy (w/ daft punk ) — the weeknd
41,Cinderella (w/ Ty Dolla $ign ),Mac Miller,,,1987626,spotify_global,2026-08-14,20.0,cinderella (w/ ty dolla $ign ) — mac miller
42,Every Breath You Take,The Police,,,1963712,spotify_global,2026-08-14,18.0,every breath you take — the police
43,Creep,Radiohead,,,1957005,spotify_global,2026-08-14,16.0,creep — radiohead
44,Raindance (w/ Tems ),Dave,,,1951881,spotify_global,2026-08-14,14.000000000000002,raindance (w/ tems ) — dave
45,Riptide,Vance Joy,,,1945238,spotify_global,2026-08-14,12.0,riptide — vance joy
46,Locked out of Heaven,Bruno Mars,,,1928359,spotify_global,2026-08-14,10.0,locked out of heaven — bruno mars
47,Risk It All,Bruno Mars,,,1921862,spotify_global,2026-08-14,8.0,risk it all — bruno mars
48,Lush Life,Zara Larsson,,,1878612,spotify_global,2026-08-14,6.0,lush life — zara larsson
49,NORMAL,BTS,,,1857851,spotify_global,2026-08-14,4.0,normal — bts
50,Janice STFU,Drake,,,1838907,spotify_global,2026-08-14,2.0,janice stfu — drake
1,Choosin' Texas,Ella Langley,,,1353330,spotify_us,2026-08-14,100.0,choosin' texas — ella langley
2,oh yeah?,Steve Lacy,,,1258912,spotify_us,2026-08-14,98.0,oh yeah? — steve lacy
3,Earrings,Malcolm Todd,,,1071517,spotify_us,2026-08-14,96.0,earrings — malcolm todd
4,Loser,Tame Impala,,,1042181,spotify_us,2026-08-14,94.0,loser — tame impala
5,stupid song,Olivia Rodrigo,,,924901,spotify_us,2026-08-14,92.0,stupid song — olivia rodrigo
6,hate that i made you love me,Ariana Grande,,,852590,spotify_us,2026-08-14,90.0,hate that i made you love me — ariana grande
7,the cure,Olivia Rodrigo,,,850670,spotify_us,2026-08-14,88.0,the cure — olivia rodrigo
8,petal,Ariana Grande,,,834011,spotify_us,2026-08-14,86.0,petal — ariana grande
9,Been By Now,Morgan Wallen,,,824507,spotify_us,2026-08-14,84.0,been by now — morgan wallen
10,Mr. Brightside,The Killers,,,794543,spotify_us,2026-08-14,82.0,mr. brightside — the killers
11,Man I Need,Olivia Dean,,,766749,spotify_us,2026-08-14,80.0,man i need — olivia dean
12,Be Her,Ella Langley,,,740000,spotify_us,2026-08-14,78.0,be her — ella langley
13,Babydoll,Dominic Fike,,,732808,spotify_us,2026-08-14,76.0,babydoll — dominic fike
14,Janice STFU,Drake,,,720210,spotify_us,2026-08-14,74.0,janice stfu — drake
15,Cinderella (w/ Ty Dolla $ign ),Mac Miller,,,711339,spotify_us,2026-08-14,72.0,cinderella (w/ ty dolla $ign ) — mac miller
16,Boston,STELLA LEFTY,,,695248,spotify_us,2026-08-14,70.0,boston — stella lefty
17,weren't for the wind,Ella Langley,,,652396,spotify_us,2026-08-14,68.0,weren't for the wind — ella langley
18,Jaded (w/ Ella Langley ),Koe Wetzel,,,640323,spotify_us,2026-08-14,66.0,jaded (w/ ella langley ) — koe wetzel
19,Broken Window Serenade,Whiskey Myers,,,637353,spotify_us,2026-08-14,64.0,broken window serenade — whiskey myers
20,drop dead,Olivia Rodrigo,,,617208,spotify_us,2026-08-14,62.0,drop dead — olivia rodrigo
21,Self Aware,Temper City,,,599427,spotify_us,2026-08-14,60.0,self aware — temper city
22,Animal,KATSEYE,,,580064,spotify_us,2026-08-14,57.99999999999999,animal — katseye
23,Dreams - 2001 Remaster,Fleetwood Mac,,,577131,spotify_us,2026-08-14,56.00000000000001,dreams - 2001 remaster — fleetwood mac
24,I Got Better,Morgan Wallen,,,570718,spotify_us,2026-08-14,54.0,i got better — morgan wallen
25,Billie Jean,Michael Jackson,,,569087,spotify_us,2026-08-14,52.0,billie jean — michael jackson
26,So Easy (To Fall In Love),Olivia Dean,,,565856,spotify_us,2026-08-14,50.0,so easy (to fall in love) — olivia dean
27,Orbiter,Noah Kahan,,,561470,spotify_us,2026-08-14,48.0,orbiter — noah kahan
28,Beauty And A Beat (w/ Nicki Minaj ),Justin Bieber,,,538841,spotify_us,2026-08-14,46.0,beauty and a beat (w/ nicki minaj ) — justin bieber
29,I Can't Love You Anymore (w/ Morgan Wallen ),Ella Langley,,,526006,spotify_us,2026-08-14,44.0,i can't love you anymore (w/ morgan wallen ) — ella langley
30,NOBLE,F3miii,,,525990,spotify_us,2026-08-14,42.0,noble — f3miii
31,505,Arctic Monkeys,,,523046,spotify_us,2026-08-14,40.0,505 — arctic monkeys
32,Dead Fresh,Lil Baby,,,518338,spotify_us,2026-08-14,38.0,dead fresh — lil baby
33,Freakinâ Out,Dexter and The Moonrocks,,,516399,spotify_us,2026-08-14,36.0,freakinâ out — dexter and the moonrocks
34,Iris,The Goo Goo Dolls,,,514665,spotify_us,2026-08-14,34.0,iris — the goo goo dolls
35,Sweater Weather,The Neighbourhood,,,507088,spotify_us,2026-08-14,32.0,sweater weather — the neighbourhood
36,Rein Me In (w/ Olivia Dean ),Sam Fender,,,502738,spotify_us,2026-08-14,30.0,rein me in (w/ olivia dean ) — sam fender
37,The One That Got Away,Katy Perry,,,502086,spotify_us,2026-08-14,28.000000000000004,the one that got away — katy perry
38,EoO,Bad Bunny,,,494135,spotify_us,2026-08-14,26.0,eoo — bad bunny
39,back to friends,sombr,,,493223,spotify_us,2026-08-14,24.0,back to friends — sombr
40,Ordinary,Alex Warren,,,493194,spotify_us,2026-08-14,22.0,ordinary — alex warren
41,Sailor Song,Gigi Perez,,,488028,spotify_us,2026-08-14,20.0,sailor song — gigi perez
42,misery.,pupsies,,,486870,spotify_us,2026-08-14,18.0,misery. — pupsies
43,E85,Don Toliver,,,486444,spotify_us,2026-08-14,16.0,e85 — don toliver
44,Chicago,Michael Jackson,,,484470,spotify_us,2026-08-14,14.000000000000002,chicago — michael jackson
45,Sunflower - Spider-Man: Into the Spider-Verse (w/ Swae Lee ),Post Malone,,,478507,spotify_us,2026-08-14,12.0,sunflower - spider-man: into the spider-verse (w/ swae lee ) — post malone
46,bloodstream,Alyssa Grace,,,475082,spotify_us,2026-08-14,10.0,bloodstream — alyssa grace
47,expectations,Olivia Rodrigo,,,471018,spotify_us,2026-08-14,8.0,expectations — olivia rodrigo
48,Willing and Able,Noah Kahan,,,469804,spotify_us,2026-08-14,6.0,willing and able — noah kahan
49,End of Beginning,Djo,,,468609,spotify_us,2026-08-14,4.0,end of beginning — djo
50,Creep,Radiohead,,,467013,spotify_us,2026-08-14,2.0,creep — radiohead
1,Choosin' Texas,Ella Langley,,,0,billboard,2026-08-14,100.0,choosin' texas — ella langley
2,Hate That I Made You Love Me,Ariana Grande,,,0,billboard,2026-08-14,98.0,hate that i made you love me — ariana grande
3,Been By Now,Morgan Wallen,,,0,billboard,2026-08-14,96.0,been by now — morgan wallen
4,Petal,Ariana Grande,,,0,billboard,2026-08-14,94.0,petal — ariana grande
5,"I Knew It, I Knew You",Taylor Swift,,,0,billboard,2026-08-14,92.0,"i knew it, i knew you — taylor swift"
6,Boston,Stella Lefty,,,0,billboard,2026-08-14,90.0,boston — stella lefty
7,I Can't Love You Anymore,Ella Langley & Morgan Wallen,,,0,billboard,2026-08-14,88.0,i can't love you anymore — ella langley & morgan wallen
8,Dracula,Tame Impala & JENNIE,,,0,billboard,2026-08-14,86.0,dracula — tame impala & jennie
9,So Easy (To Fall In Love),Olivia Dean,,,0,billboard,2026-08-14,84.0,so easy (to fall in love) — olivia dean
10,Be Her,Ella Langley,,,0,billboard,2026-08-14,82.0,be her — ella langley
11,Man I Need,Olivia Dean,,,0,billboard,2026-08-14,80.0,man i need — olivia dean
12,Risk It All,Bruno Mars,,,0,billboard,2026-08-14,78.0,risk it all — bruno mars
13,I Just Might,Bruno Mars,,,0,billboard,2026-08-14,76.0,i just might — bruno mars
14,Drop Dead,Olivia Rodrigo,,,0,billboard,2026-08-14,74.0,drop dead — olivia rodrigo
15,Janice STFU,Drake,,,0,billboard,2026-08-14,72.0,janice stfu — drake
16,Stupid Song,Olivia Rodrigo,,,0,billboard,2026-08-14,70.0,stupid song — olivia rodrigo
17,Midnight Sun,Zara Larsson,,,0,billboard,2026-08-14,68.0,midnight sun — zara larsson
18,Be By You,Luke Combs,,,0,billboard,2026-08-14,66.0,be by you — luke combs
19,Don't We,Morgan Wallen,,,0,billboard,2026-08-14,64.0,don't we — morgan wallen
20,Dead Fresh,Lil Baby,,,0,billboard,2026-08-14,62.0,dead fresh — lil baby
21,Kiss Me,Ariana Grande,,,0,billboard,2026-08-14,60.0,kiss me — ariana grande
22,Stay,Ariana Grande,,,0,billboard,2026-08-14,57.99999999999999,stay — ariana grande
23,Oh Well,Ariana Grande,,,0,billboard,2026-08-14,56.00000000000001,oh well — ariana grande
24,Like I Do,Ariana Grande,,,0,billboard,2026-08-14,54.0,like i do — ariana grande
25,AH HA,Cardi B,,,0,billboard,2026-08-14,52.0,ah ha — cardi b
26,Spend Dat,Yung Miami,,,0,billboard,2026-08-14,50.0,spend dat — yung miami
27,Big Feelings,Ariana Grande,,,0,billboard,2026-08-14,48.0,big feelings — ariana grande
28,Earrings,Malcolm Todd,,,0,billboard,2026-08-14,46.0,earrings — malcolm todd
29,Babydoll,Dominic Fike,,,0,billboard,2026-08-14,44.0,babydoll — dominic fike
30,Stateside,PinkPantheress With Zara Larsson,,,0,billboard,2026-08-14,42.0,stateside — pinkpantheress with zara larsson
31,Dai Dai (FIFA World Cup Official Song 2026),Shakira X Burna Boy,,,0,billboard,2026-08-14,40.0,dai dai (fifa world cup official song 2026) — shakira x burna boy
32,Freak,Ariana Grande,,,0,billboard,2026-08-14,38.0,freak — ariana grande
33,Never Get Over Me,Ariana Grande,,,0,billboard,2026-08-14,36.0,never get over me — ariana grande
34,The Cure,Olivia Rodrigo,,,0,billboard,2026-08-14,34.0,the cure — olivia rodrigo
35,Animal,KATSEYE,,,0,billboard,2026-08-14,32.0,animal — katseye
36,Bad Thing (Bunny Hop),Ariana Grande,,,0,billboard,2026-08-14,30.0,bad thing (bunny hop) — ariana grande
37,Shabang,Drake,,,0,billboard,2026-08-14,28.000000000000004,shabang — drake
38,Warning Signs (Interlude),Ariana Grande,,,0,billboard,2026-08-14,26.0,warning signs (interlude) — ariana grande
39,"Nowhere, Nobody",Ariana Grande,,,0,billboard,2026-08-14,24.0,"nowhere, nobody — ariana grande"
40,Homewrecker,sombr,,,0,billboard,2026-08-14,22.0,homewrecker — sombr
41,What You Need,Tems,,,0,billboard,2026-08-14,20.0,what you need — tems
42,Loving Life Again,Ella Langley,,,0,billboard,2026-08-14,18.0,loving life again — ella langley
43,Cinderella,Mac Miller Featuring Ty Dolla $ign,,,0,billboard,2026-08-14,16.0,cinderella — mac miller featuring ty dolla $ign
44,Morning Dew (Donk),Beyonce,,,0,billboard,2026-08-14,14.000000000000002,morning dew (donk) — beyonce
45,Orbiter,Noah Kahan,,,0,billboard,2026-08-14,12.0,orbiter — noah kahan
46,Loser,Tame Impala,,,0,billboard,2026-08-14,10.0,loser — tame impala
47,Self Aware,Temper City,,,0,billboard,2026-08-14,8.0,self aware — temper city
48,Hit The Wall,Gracie Abrams,,,0,billboard,2026-08-14,6.0,hit the wall — gracie abrams
49,Cowgirl,Shaboozey,,,0,billboard,2026-08-14,4.0,cowgirl — shaboozey
50,E85,Don Toliver,,,0,billboard,2026-08-14,2.0,e85 — don toliver
