rank,title,artist,album,genre,streams,source,fetched_at,score,key
1,Choosin' Texas,Ella Langley,,Country,0,apple_music,2026-09-04,100.0,choosin' texas — ella langley
2,BbY WOW,"KAROL G, rusowsky & Judeline",,Music,0,apple_music,2026-09-04,98.0,"bby wow — karol g, rusowsky & judeline"
3,Janice STFU,Drake,,Hip-Hop/Rap,0,apple_music,2026-09-04,96.0,janice stfu — drake
4,Been By Now,Morgan Wallen,,Country,0,apple_music,2026-09-04,94.0,been by now — morgan wallen
5,Dead Fresh,Lil Baby,,Hip-Hop/Rap,0,apple_music,2026-09-04,92.0,dead fresh — lil baby
6,Be Her,Ella Langley,,Country,0,apple_music,2026-09-04,90.0,be her — ella langley
7,stupid song,Olivia Rodrigo,,Pop,0,apple_music,2026-09-04,88.0,stupid song — olivia rodrigo
8,Mainstay (feat. Luv Von),Rod Wave,,Music,0,apple_music,2026-09-04,86.0,mainstay (feat. luv von) — rod wave
9,In A Minute,Lil Baby,,Hip-Hop/Rap,0,apple_music,2026-09-04,84.0,in a minute — lil baby
10,I Can't Love You Anymore,Ella Langley & Morgan Wallen,,Country,0,apple_music,2026-09-04,82.0,i can't love you anymore — ella langley & morgan wallen
11,Freestyle,Lil Baby,,Hip-Hop/Rap,0,apple_music,2026-09-04,80.0,freestyle — lil baby
12,the cure,Olivia Rodrigo,,Pop,0,apple_music,2026-09-04,78.0,the cure — olivia rodrigo
13,Dope Girl,Rod Wave,,Music,0,apple_music,2026-09-04,76.0,dope girl — rod wave
14,WAIT FOR U (feat. Drake & Tems),Future,,Hip-Hop/Rap,0,apple_music,2026-09-04,74.0,wait for u (feat. drake & tems) — future
15,Piece Of Your Love,Rod Wave,,Music,0,apple_music,2026-09-04,72.0,piece of your love — rod wave
16,LIKE ME (feat. 42 Dugg & Lil Baby),Future,,Hip-Hop/Rap,0,apple_music,2026-09-04,70.0,like me (feat. 42 dugg & lil baby) — future
17,I'm The Problem,Morgan Wallen,,Country,0,apple_music,2026-09-04,68.0,i'm the problem — morgan wallen
