rank,title,artist,album,genre,streams,source,fetched_at,score,key
19,WAIT FOR U (feat. Drake & Tems),Future,,Hip-Hop/Rap,0,apple_music,2026-07-31,64.0,wait for u (feat. drake & tems) — future
20,Cinderella (feat. Ty Dolla $ign),Mac Miller,,Music,0,apple_music,2026-07-31,62.0,cinderella (feat. ty dolla $ign) — mac miller
21,Boston,STELLA LEFTY,,Country,0,apple_music,2026-07-31,60.0,boston — stella lefty
22,Ghetto Love Story,BabyChiefDoit,,Hip-Hop/Rap,0,apple_music,2026-07-31,57.99999999999999,ghetto love story — babychiefdoit
23,I Had Some Help (feat. Morgan Wallen),Post Malone,,Country,0,apple_music,2026-07-31,56.00000000000001,i had some help (feat. morgan wallen) — post malone
24,LIKE ME (feat. 42 Dugg & Lil Baby),Future,,Hip-Hop/Rap,0,apple_music,2026-07-31,54.0,like me (feat. 42 dugg & lil baby) — future
25,Man I Need,Olivia Dean,,Pop,0,apple_music,2026-07-31,52.0,man i need — olivia dean
26,I’m Spent,Drake & Loe Shimmy,,R&B/Soul,0,apple_music,2026-07-31,50.0,i’m spent — drake & loe shimmy
27,What I Want,Morgan Wallen & Tate McRae,,Country,0,apple_music,2026-07-31,48.0,what i want — morgan wallen & tate mcrae
28,Best I Ever Had,Drake,,Hip-Hop/Rap,0,apple_music,2026-07-31,46.0,best i ever had — drake
29,Thinkin’ Bout Me,Morgan Wallen,,Country,0,apple_music,2026-07-31,44.0,thinkin’ bout me — morgan wallen
30,Cowgirls (feat. ERNEST),Morgan Wallen,,Country,0,apple_music,2026-07-31,42.0,cowgirls (feat. ernest) — morgan wallen
31,March Madness,Future,,Hip-Hop/Rap,0,apple_music,2026-07-31,40.0,march madness — future
32,Wasted On You,Morgan Wallen,,Country,0,apple_music,2026-07-31,38.0,wasted on you — morgan wallen
33,weren't for the wind,Ella Langley,,Country,0,apple_music,2026-07-31,36.0,weren't for the wind — ella langley
34,Wants and Needs (feat. Lil Baby),Drake,,Hip-Hop/Rap,0,apple_music,2026-07-31,34.0,wants and needs (feat. lil baby) — drake
35,Whisper My Name,Drake,,Hip-Hop/Rap,0,apple_music,2026-07-31,32.0,whisper my name — drake
36,Be By You,Luke Combs,,Country,0,apple_music,2026-07-31,30.0,be by you — luke combs
37,20 Cigarettes,Morgan Wallen,,Country,0,apple_music,2026-07-31,28.000000000000004,20 cigarettes — morgan wallen
38,I'M DAT N***A,Future,,Hip-Hop/Rap,0,apple_music,2026-07-31,26.0,i'm dat n***a — future
39,I Got Better,Morgan Wallen,,Country,0,apple_music,2026-07-31,24.0,i got better — morgan wallen
40,MORNING DEW (DONK),Beyoncé,,Pop,0,apple_music,2026-07-31,22.0,morning dew (donk) — beyoncé
41,"I Knew It, I Knew You (From ""Toy Story 5"")",Taylor Swift,,Country,0,apple_music,2026-07-31,20.0,"i knew it, i knew you (from ""toy story 5"") — taylor swift"
42,Frozen,Lil Baby,,Hip-Hop/Rap,0,apple_music,2026-07-31,18.0,frozen — lil baby
43,Stick Talk,Future,,Music,0,apple_music,2026-07-31,16.0,stick talk — future
44,Sum 2 Prove,Lil Baby,,Hip-Hop/Rap,0,apple_music,2026-07-31,14.000000000000002,sum 2 prove — lil baby
45,Knife Talk (feat. 21 Savage & Project Pat),Drake,,Hip-Hop/Rap,0,apple_music,2026-07-31,12.0,knife talk (feat. 21 savage & project pat) — drake
46,You Proof,Morgan Wallen,,Country,0,apple_music,2026-07-31,10.0,you proof — morgan wallen
47,Dai Dai,Shakira & Burna Boy,,Pop,0,apple_music,2026-07-31,8.0,dai dai — shakira & burna boy
48,Orbiter,Noah Kahan,,Alternative,0,apple_music,2026-07-31,6.0,orbiter — noah kahan
49,Broken Window Serenade,Whiskey Myers,,Country,0,apple_music,2026-07-31,4.0,broken window serenade — whiskey myers
50,E85,Don Toliver,,Hip-Hop/Rap,0,apple_music,2026-07-31,2.0,e85 — don toliver
1,Dai Dai (w/ Burna Boy ),Shakira,,,5351416,spotify_global,2026-07-31,100.0,dai dai (w/ burna boy ) — shakira
2,Beauty And A Beat (w/ Nicki Minaj ),Justin Bieber,,,3950143,spotify_global,2026-07-31,98.0,beauty and a beat (w/ nicki minaj ) — justin bieber
3,hate that i made you love me,Ariana Grande,,,3882493,spotify_global,2026-07-31,96.0,hate that i made you love me — ariana grande
4,SWIM,BTS,,,3534108,spotify_global,2026-07-31,94.0,swim — bts
5,Earrings,Malcolm Todd,,,3498744,spotify_global,2026-07-31,92.0,earrings — malcolm todd
6,Billie Jean,Michael Jackson,,,3429519,spotify_global,2026-07-31,90.0,billie jean — michael jackson
7,Animal,KATSEYE,,,3394180,spotify_global,2026-07-31,88.0,animal — katseye
8,Babydoll,Dominic Fike,,,3303947,spotify_global,2026-07-31,86.0,babydoll — dominic fike
9,Self Aware,Temper City,,,3143583,spotify_global,2026-07-31,84.0,self aware — temper city
10,Wonderwall - Remastered,Oasis,,,3113329,spotify_global,2026-07-31,82.0,wonderwall - remastered — oasis
11,The One That Got Away,Katy Perry,,,3028630,spotify_global,2026-07-31,80.0,the one that got away — katy perry
12,stupid song,Olivia Rodrigo,,,2973622,spotify_global,2026-07-31,78.0,stupid song — olivia rodrigo
13,back to friends,sombr,,,2965032,spotify_global,2026-07-31,76.0,back to friends — sombr
14,the cure,Olivia Rodrigo,,,2893446,spotify_global,2026-07-31,74.0,the cure — olivia rodrigo
15,Iris,The Goo Goo Dolls,,,2855979,spotify_global,2026-07-31,72.0,iris — the goo goo dolls
16,Choosin' Texas,Ella Langley,,,2624436,spotify_global,2026-07-31,70.0,choosin' texas — ella langley
17,drop dead,Olivia Rodrigo,,,2606969,spotify_global,2026-07-31,68.0,drop dead — olivia rodrigo
18,End of Beginning,Djo,,,2571742,spotify_global,2026-07-31,66.0,end of beginning — djo
19,Beat It,Michael Jackson,,,2474982,spotify_global,2026-07-31,64.0,beat it — michael jackson
20,Die With A Smile (w/ Bruno Mars ),Lady Gaga,,,2442295,spotify_global,2026-07-31,62.0,die with a smile (w/ bruno mars ) — lady gaga
21,Man I Need,Olivia Dean,,,2437695,spotify_global,2026-07-31,60.0,man i need — olivia dean
22,Treat You Better,Shawn Mendes,,,2411807,spotify_global,2026-07-31,57.99999999999999,treat you better — shawn mendes
23,Love Me Not,Ravyn Lenae,,,2403564,spotify_global,2026-07-31,56.00000000000001,love me not — ravyn lenae
24,The Fate of Ophelia,Taylor Swift,,,2400288,spotify_global,2026-07-31,54.0,the fate of ophelia — taylor swift
25,DtMF,Bad Bunny,,,2348499,spotify_global,2026-07-31,52.0,dtmf — bad bunny
26,Sweater Weather,The Neighbourhood,,,2347643,spotify_global,2026-07-31,50.0,sweater weather — the neighbourhood
27,Ordinary,Alex Warren,,,2303641,spotify_global,2026-07-31,48.0,ordinary — alex warren
28,Jamaican (Bam Bam) (w/ SOLTO (FR) ),HUGEL,,,2279417,spotify_global,2026-07-31,46.0,jamaican (bam bam) (w/ solto (fr) ) — hugel
29,Every Breath You Take,The Police,,,2271199,spotify_global,2026-07-31,44.0,every breath you take — the police
30,Mr. Brightside,The Killers,,,2250403,spotify_global,2026-07-31,42.0,mr. brightside — the killers
31,Sesi Potret (w/ Ari Lesmana ),eÅau,,,2203611,spotify_global,2026-07-31,40.0,sesi potret (w/ ari lesmana ) — eåau
32,Risk It All,Bruno Mars,,,2184088,spotify_global,2026-07-31,38.0,risk it all — bruno mars
33,BIRDS OF A FEATHER,Billie Eilish,,,2183581,spotify_global,2026-07-31,36.0,birds of a feather — billie eilish
34,Cinderella (w/ Ty Dolla $ign ),Mac Miller,,,2131856,spotify_global,2026-07-31,34.0,cinderella (w/ ty dolla $ign ) — mac miller
35,Sign of the Times,Harry Styles,,,2128550,spotify_global,2026-07-31,32.0,sign of the times — harry styles
36,Sailor Song,Gigi Perez,,,2105561,spotify_global,2026-07-31,30.0,sailor song — gigi perez
37,Locked out of Heaven,Bruno Mars,,,2089965,spotify_global,2026-07-31,28.000000000000004,locked out of heaven — bruno mars
38,SUPERESTRELLA,Aitana,,,2088099,spotify_global,2026-07-31,26.0,superestrella — aitana
39,Raindance (w/ Tems ),Dave,,,2086655,spotify_global,2026-07-31,24.0,raindance (w/ tems ) — dave
40,Dracula - JENNIE Remix (w/ JENNIE ),Tame Impala,,,2085326,spotify_global,2026-07-31,22.0,dracula - jennie remix (w/ jennie ) — tame impala
41,Janice STFU,Drake,,,2045367,spotify_global,2026-07-31,20.0,janice stfu — drake
42,So Easy (To Fall In Love),Olivia Dean,,,2032719,spotify_global,2026-07-31,18.0,so easy (to fall in love) — olivia dean
43,Lush Life,Zara Larsson,,,2005886,spotify_global,2026-07-31,16.0,lush life — zara larsson
44,Creep,Radiohead,,,2004126,spotify_global,2026-07-31,14.000000000000002,creep — radiohead
45,NUEVAYoL,Bad Bunny,,,1989284,spotify_global,2026-07-31,12.0,nuevayol — bad bunny
46,BAILE INoLVIDABLE,Bad Bunny,,,1986359,spotify_global,2026-07-31,10.0,baile inolvidable — bad bunny
47,Hips Don't Lie (w/ Wyclef Jean ),Shakira,,,1972990,spotify_global,2026-07-31,8.0,hips don't lie (w/ wyclef jean ) — shakira
48,Riptide,Vance Joy,,,1957848,spotify_global,2026-07-31,6.0,riptide — vance joy
49,"One Dance (w/ Wizkid , Kyla )",Drake,,,1954643,spotify_global,2026-07-31,4.0,"one dance (w/ wizkid , kyla ) — drake"
50,On The Floor (w/ Pitbull ),Jennifer Lopez,,,1927879,spotify_global,2026-07-31,2.0,on the floor (w/ pitbull ) — jennifer lopez
1,Choosin' Texas,Ella Langley,,,1435649,spotify_us,2026-07-31,100.0,choosin' texas — ella langley
2,Earrings,Malcolm Todd,,,1098721,spotify_us,2026-07-31,98.0,earrings — malcolm todd
3,Been By Now,Morgan Wallen,,,1070669,spotify_us,2026-07-31,96.0,been by now — morgan wallen
4,stupid song,Olivia Rodrigo,,,966676,spotify_us,2026-07-31,94.0,stupid song — olivia rodrigo
5,hate that i made you love me,Ariana Grande,,,906104,spotify_us,2026-07-31,92.0,hate that i made you love me — ariana grande
6,the cure,Olivia Rodrigo,,,852792,spotify_us,2026-07-31,90.0,the cure — olivia rodrigo
7,Mr. Brightside,The Killers,,,812685,spotify_us,2026-07-31,88.0,mr. brightside — the killers
8,Animal,KATSEYE,,,799968,spotify_us,2026-07-31,86.0,animal — katseye
9,Cinderella (w/ Ty Dolla $ign ),Mac Miller,,,785668,spotify_us,2026-07-31,84.0,cinderella (w/ ty dolla $ign ) — mac miller
10,Babydoll,Dominic Fike,,,777201,spotify_us,2026-07-31,82.0,babydoll — dominic fike
11,Janice STFU,Drake,,,764141,spotify_us,2026-07-31,80.0,janice stfu — drake
12,Be Her,Ella Langley,,,752567,spotify_us,2026-07-31,78.0,be her — ella langley
13,Man I Need,Olivia Dean,,,726877,spotify_us,2026-07-31,76.0,man i need — olivia dean
14,weren't for the wind,Ella Langley,,,706506,spotify_us,2026-07-31,74.0,weren't for the wind — ella langley
15,Billie Jean,Michael Jackson,,,704534,spotify_us,2026-07-31,72.0,billie jean — michael jackson
16,Boston,STELLA LEFTY,,,700652,spotify_us,2026-07-31,70.0,boston — stella lefty
17,Dead Fresh,Lil Baby,,,688306,spotify_us,2026-07-31,68.0,dead fresh — lil baby
18,Broken Window Serenade,Whiskey Myers,,,675848,spotify_us,2026-07-31,66.0,broken window serenade — whiskey myers
19,misery.,pupsies,,,664726,spotify_us,2026-07-31,64.0,misery. — pupsies
20,drop dead,Olivia Rodrigo,,,661033,spotify_us,2026-07-31,62.0,drop dead — olivia rodrigo
21,Dreams - 2001 Remaster,Fleetwood Mac,,,640211,spotify_us,2026-07-31,60.0,dreams - 2001 remaster — fleetwood mac
22,I Got Better,Morgan Wallen,,,631251,spotify_us,2026-07-31,57.99999999999999,i got better — morgan wallen
23,Wonderwall - Remastered,Oasis,,,616516,spotify_us,2026-07-31,56.00000000000001,wonderwall - remastered — oasis
24,I Can't Love You Anymore (w/ Morgan Wallen ),Ella Langley,,,610514,spotify_us,2026-07-31,54.0,i can't love you anymore (w/ morgan wallen ) — ella langley
25,Self Aware,Temper City,,,588416,spotify_us,2026-07-31,52.0,self aware — temper city
26,Beauty And A Beat (w/ Nicki Minaj ),Justin Bieber,,,576088,spotify_us,2026-07-31,50.0,beauty and a beat (w/ nicki minaj ) — justin bieber
27,Iris,The Goo Goo Dolls,,,572729,spotify_us,2026-07-31,48.0,iris — the goo goo dolls
28,Chicago,Michael Jackson,,,558452,spotify_us,2026-07-31,46.0,chicago — michael jackson
29,So Easy (To Fall In Love),Olivia Dean,,,555498,spotify_us,2026-07-31,44.0,so easy (to fall in love) — olivia dean
30,Orbiter,Noah Kahan,,,554917,spotify_us,2026-07-31,42.0,orbiter — noah kahan
31,Dai Dai (w/ Burna Boy ),Shakira,,,547635,spotify_us,2026-07-31,40.0,dai dai (w/ burna boy ) — shakira
32,Freakinâ Out,Dexter and The Moonrocks,,,545681,spotify_us,2026-07-31,38.0,freakinâ out — dexter and the moonrocks
33,back to friends,sombr,,,536931,spotify_us,2026-07-31,36.0,back to friends — sombr
34,bloodstream,Alyssa Grace,,,531243,spotify_us,2026-07-31,34.0,bloodstream — alyssa grace
35,Sweater Weather,The Neighbourhood,,,530405,spotify_us,2026-07-31,32.0,sweater weather — the neighbourhood
36,E85,Don Toliver,,,523127,spotify_us,2026-07-31,30.0,e85 — don toliver
37,Creep,Radiohead,,,517351,spotify_us,2026-07-31,28.000000000000004,creep — radiohead
38,honeybee,Olivia Rodrigo,,,511012,spotify_us,2026-07-31,26.0,honeybee — olivia rodrigo
39,Ordinary,Alex Warren,,,507444,spotify_us,2026-07-31,24.0,ordinary — alex warren
40,"I Knew It, I Knew You",Taylor Swift,,,506467,spotify_us,2026-07-31,22.0,"i knew it, i knew you — taylor swift"
41,NOBLE,F3miii,,,498097,spotify_us,2026-07-31,20.0,noble — f3miii
42,I Had Some Help (Feat. Morgan Wallen) (w/ Morgan Wallen ),Post Malone,,,495421,spotify_us,2026-07-31,18.0,i had some help (feat. morgan wallen) (w/ morgan wallen ) — post malone
43,Beat It,Michael Jackson,,,492493,spotify_us,2026-07-31,16.0,beat it — michael jackson
44,expectations,Olivia Rodrigo,,,492134,spotify_us,2026-07-31,14.000000000000002,expectations — olivia rodrigo
45,505,Arctic Monkeys,,,490240,spotify_us,2026-07-31,12.0,505 — arctic monkeys
46,Willing and Able,Noah Kahan,,,487446,spotify_us,2026-07-31,10.0,willing and able — noah kahan
47,End of Beginning,Djo,,,481804,spotify_us,2026-07-31,8.0,end of beginning — djo
48,Stateside + Zara Larsson (w/ Zara Larsson ),PinkPantheress,,,481144,spotify_us,2026-07-31,6.0,stateside + zara larsson (w/ zara larsson ) — pinkpantheress
49,I'm The Problem,Morgan Wallen,,,478205,spotify_us,2026-07-31,4.0,i'm the problem — morgan wallen
50,DtMF,Bad Bunny,,,474016,spotify_us,2026-07-31,2.0,dtmf — bad bunny
1,Choosin' Texas,Ella Langley,,,0,billboard,2026-07-31,100.0,choosin' texas — ella langley
2,"I Knew It, I Knew You",Taylor Swift,,,0,billboard,2026-07-31,98.0,"i knew it, i knew you — taylor swift"
3,Boston,Stella Lefty,,,0,billboard,2026-07-31,96.0,boston — stella lefty
4,I Can't Love You Anymore,Ella Langley & Morgan Wallen,,,0,billboard,2026-07-31,94.0,i can't love you anymore — ella langley & morgan wallen
5,Hate That I Made You Love Me,Ariana Grande,,,0,billboard,2026-07-31,92.0,hate that i made you love me — ariana grande
6,Dracula,Tame Impala & JENNIE,,,0,billboard,2026-07-31,90.0,dracula — tame impala & jennie
7,So Easy (To Fall In Love),Olivia Dean,,,0,billboard,2026-07-31,88.0,so easy (to fall in love) — olivia dean
8,Be Her,Ella Langley,,,0,billboard,2026-07-31,86.0,be her — ella langley
9,Man I Need,Olivia Dean,,,0,billboard,2026-07-31,84.0,man i need — olivia dean
10,I Just Might,Bruno Mars,,,0,billboard,2026-07-31,82.0,i just might — bruno mars
11,Risk It All,Bruno Mars,,,0,billboard,2026-07-31,80.0,risk it all — bruno mars
12,Drop Dead,Olivia Rodrigo,,,0,billboard,2026-07-31,78.0,drop dead — olivia rodrigo
13,Janice STFU,Drake,,,0,billboard,2026-07-31,76.0,janice stfu — drake
14,Midnight Sun,Zara Larsson,,,0,billboard,2026-07-31,74.0,midnight sun — zara larsson
15,Stupid Song,Olivia Rodrigo,,,0,billboard,2026-07-31,72.0,stupid song — olivia rodrigo
16,Don't We,Morgan Wallen,,,0,billboard,2026-07-31,70.0,don't we — morgan wallen
17,Dai Dai (FIFA World Cup Official Song 2026),Shakira X Burna Boy,,,0,billboard,2026-07-31,68.0,dai dai (fifa world cup official song 2026) — shakira x burna boy
18,Dead Fresh,Lil Baby,,,0,billboard,2026-07-31,66.0,dead fresh — lil baby
19,Be By You,Luke Combs,,,0,billboard,2026-07-31,64.0,be by you — luke combs
20,Spend Dat,Yung Miami,,,0,billboard,2026-07-31,62.0,spend dat — yung miami
21,Stateside,PinkPantheress With Zara Larsson,,,0,billboard,2026-07-31,60.0,stateside — pinkpantheress with zara larsson
22,Earrings,Malcolm Todd,,,0,billboard,2026-07-31,57.99999999999999,earrings — malcolm todd
23,The Cure,Olivia Rodrigo,,,0,billboard,2026-07-31,56.00000000000001,the cure — olivia rodrigo
24,Babydoll,Dominic Fike,,,0,billboard,2026-07-31,54.0,babydoll — dominic fike
25,Die On This Hill,Sienna Spiro,,,0,billboard,2026-07-31,52.0,die on this hill — sienna spiro
26,Hit The Wall,Gracie Abrams,,,0,billboard,2026-07-31,50.0,hit the wall — gracie abrams
27,Shabang,Drake,,,0,billboard,2026-07-31,48.0,shabang — drake
28,Homewrecker,sombr,,,0,billboard,2026-07-31,46.0,homewrecker — sombr
29,Wonderwall,Oasis,,,0,billboard,2026-07-31,44.0,wonderwall — oasis
30,Cinderella,Mac Miller Featuring Ty Dolla $ign,,,0,billboard,2026-07-31,42.0,cinderella — mac miller featuring ty dolla $ign
31,American Girls,Harry Styles,,,0,billboard,2026-07-31,40.0,american girls — harry styles
32,What You Need,Tems,,,0,billboard,2026-07-31,38.0,what you need — tems
33,Normal,BTS,,,0,billboard,2026-07-31,36.0,normal — bts
34,Fever Dream,Alex Warren,,,0,billboard,2026-07-31,34.0,fever dream — alex warren
35,Don't Tell On Me,Jason Aldean,,,0,billboard,2026-07-31,32.0,don't tell on me — jason aldean
36,Loving Life Again,Ella Langley,,,0,billboard,2026-07-31,30.0,loving life again — ella langley
37,Orbiter,Noah Kahan,,,0,billboard,2026-07-31,28.000000000000004,orbiter — noah kahan
38,Freakin' Out,Dexter And The Moonrocks,,,0,billboard,2026-07-31,26.0,freakin' out — dexter and the moonrocks
39,E85,Don Toliver,,,0,billboard,2026-07-31,24.0,e85 — don toliver
40,Something To Lose,Stella Lefty Featuring Vincent Mason,,,0,billboard,2026-07-31,22.0,something to lose — stella lefty featuring vincent mason
41,Self Aware,Temper City,,,0,billboard,2026-07-31,20.0,self aware — temper city
42,Morning Dew (Donk),Beyonce,,,0,billboard,2026-07-31,18.0,morning dew (donk) — beyonce
43,Pop Dat Thang,DaBaby,,,0,billboard,2026-07-31,16.0,pop dat thang — dababy
44,Chicago,Michael Jackson,,,0,billboard,2026-07-31,14.000000000000002,chicago — michael jackson
45,Honeybee,Olivia Rodrigo,,,0,billboard,2026-07-31,12.0,honeybee — olivia rodrigo
46,Doors,Noah Kahan,,,0,billboard,2026-07-31,10.0,doors — noah kahan
47,Iloveitiloveitiloveit,Bella Kay,,,0,billboard,2026-07-31,8.0,iloveitiloveitiloveit — bella kay
48,Mexico Honey,Kacey Musgraves,,,0,billboard,2026-07-31,6.0,mexico honey — kacey musgraves
49,Ghetto Love Story,BabyChiefDoit,,,0,billboard,2026-07-31,4.0,ghetto love story — babychiefdoit
50,misery.,pupsies,,,0,billboard,2026-07-31,2.0,misery. — pupsies
