rank,title,artist,album,genre,streams,source,fetched_at,score,key
30,Last Night,Morgan Wallen,,Country,0,apple_music,2026-07-10,42.0,last night — morgan wallen
31,Just In Case,Morgan Wallen,,Country,0,apple_music,2026-07-10,40.0,just in case — morgan wallen
32,E85,Don Toliver,,Hip-Hop/Rap,0,apple_music,2026-07-10,38.0,e85 — don toliver
33,LIKE ME (feat. 42 Dugg & Lil Baby),Future,,Hip-Hop/Rap,0,apple_music,2026-07-10,36.0,like me (feat. 42 dugg & lil baby) — future
34,B’s On The Table,Drake & 21 Savage,,Hip-Hop/Rap,0,apple_music,2026-07-10,34.0,b’s on the table — drake & 21 savage
35,Billie Jean,Michael Jackson,,Pop,0,apple_music,2026-07-10,32.0,billie jean — michael jackson
36,honeybee,Olivia Rodrigo,,Pop,0,apple_music,2026-07-10,30.0,honeybee — olivia rodrigo
37,Best I Ever Had,Drake,,Hip-Hop/Rap,0,apple_music,2026-07-10,28.000000000000004,best i ever had — drake
38,Neighborhood Starz,"Rylo Rodriguez, Lil Baby & Kevin Gates",,Hip-Hop/Rap,0,apple_music,2026-07-10,26.0,"neighborhood starz — rylo rodriguez, lil baby & kevin gates"
39,What I Want,Morgan Wallen & Tate McRae,,Country,0,apple_music,2026-07-10,24.0,what i want — morgan wallen & tate mcrae
40,weren't for the wind,Ella Langley,,Country,0,apple_music,2026-07-10,22.0,weren't for the wind — ella langley
41,2 Hard 4 The Radio,Drake,,Hip-Hop/Rap,0,apple_music,2026-07-10,20.0,2 hard 4 the radio — drake
42,March Madness,Future,,Hip-Hop/Rap,0,apple_music,2026-07-10,18.0,march madness — future
43,Orbiter,Noah Kahan,,Alternative,0,apple_music,2026-07-10,16.0,orbiter — noah kahan
44,Plot Twist,Drake,,Hip-Hop/Rap,0,apple_music,2026-07-10,14.000000000000002,plot twist — drake
45,Cowgirls (feat. ERNEST),Morgan Wallen,,Country,0,apple_music,2026-07-10,12.0,cowgirls (feat. ernest) — morgan wallen
46,Thinkin’ Bout Me,Morgan Wallen,,Country,0,apple_music,2026-07-10,10.0,thinkin’ bout me — morgan wallen
47,I'M DAT N***A,Future,,Hip-Hop/Rap,0,apple_music,2026-07-10,8.0,i'm dat n***a — future
48,Wants and Needs (feat. Lil Baby),Drake,,Hip-Hop/Rap,0,apple_music,2026-07-10,6.0,wants and needs (feat. lil baby) — drake
49,Wasted On You,Morgan Wallen,,Country,0,apple_music,2026-07-10,4.0,wasted on you — morgan wallen
50,Frozen,Lil Baby,,Hip-Hop/Rap,0,apple_music,2026-07-10,2.0,frozen — lil baby
1,hate that i made you love me,Ariana Grande,,,4320403,spotify_global,2026-07-10,100.0,hate that i made you love me — ariana grande
2,Dai Dai (w/ Burna Boy ),Shakira,,,4221522,spotify_global,2026-07-10,98.0,dai dai (w/ burna boy ) — shakira
3,Beauty And A Beat (w/ Nicki Minaj ),Justin Bieber,,,4075618,spotify_global,2026-07-10,96.0,beauty and a beat (w/ nicki minaj ) — justin bieber
4,Billie Jean,Michael Jackson,,,4044664,spotify_global,2026-07-10,94.0,billie jean — michael jackson
5,Earrings,Malcolm Todd,,,3808043,spotify_global,2026-07-10,92.0,earrings — malcolm todd
6,SWIM,BTS,,,3700465,spotify_global,2026-07-10,90.0,swim — bts
7,Babydoll,Dominic Fike,,,3671755,spotify_global,2026-07-10,88.0,babydoll — dominic fike
8,stupid song,Olivia Rodrigo,,,3633941,spotify_global,2026-07-10,86.0,stupid song — olivia rodrigo
9,Self Aware,Temper City,,,3324351,spotify_global,2026-07-10,84.0,self aware — temper city
10,the cure,Olivia Rodrigo,,,3255271,spotify_global,2026-07-10,82.0,the cure — olivia rodrigo
11,The One That Got Away,Katy Perry,,,3212470,spotify_global,2026-07-10,80.0,the one that got away — katy perry
12,drop dead,Olivia Rodrigo,,,3193107,spotify_global,2026-07-10,78.0,drop dead — olivia rodrigo
13,back to friends,sombr,,,3175221,spotify_global,2026-07-10,76.0,back to friends — sombr
14,Beat It,Michael Jackson,,,2984056,spotify_global,2026-07-10,74.0,beat it — michael jackson
15,Iris,The Goo Goo Dolls,,,2853273,spotify_global,2026-07-10,72.0,iris — the goo goo dolls
16,Choosin' Texas,Ella Langley,,,2795088,spotify_global,2026-07-10,70.0,choosin' texas — ella langley
17,honeybee,Olivia Rodrigo,,,2765349,spotify_global,2026-07-10,68.0,honeybee — olivia rodrigo
18,The Fate of Ophelia,Taylor Swift,,,2634559,spotify_global,2026-07-10,66.0,the fate of ophelia — taylor swift
19,Man I Need,Olivia Dean,,,2617271,spotify_global,2026-07-10,64.0,man i need — olivia dean
20,Risk It All,Bruno Mars,,,2609535,spotify_global,2026-07-10,62.0,risk it all — bruno mars
21,End of Beginning,Djo,,,2608774,spotify_global,2026-07-10,60.0,end of beginning — djo
22,Wonderwall - Remastered,Oasis,,,2577195,spotify_global,2026-07-10,57.99999999999999,wonderwall - remastered — oasis
23,DtMF,Bad Bunny,,,2491875,spotify_global,2026-07-10,56.00000000000001,dtmf — bad bunny
24,Die With A Smile (w/ Bruno Mars ),Lady Gaga,,,2426097,spotify_global,2026-07-10,54.0,die with a smile (w/ bruno mars ) — lady gaga
25,Sesi Potret (w/ Ari Lesmana ),eÅau,,,2406352,spotify_global,2026-07-10,52.0,sesi potret (w/ ari lesmana ) — eåau
26,Ordinary,Alex Warren,,,2375275,spotify_global,2026-07-10,50.0,ordinary — alex warren
27,Love Me Not,Ravyn Lenae,,,2375109,spotify_global,2026-07-10,48.0,love me not — ravyn lenae
28,Locked out of Heaven,Bruno Mars,,,2330744,spotify_global,2026-07-10,46.0,locked out of heaven — bruno mars
29,Janice STFU,Drake,,,2317447,spotify_global,2026-07-10,44.0,janice stfu — drake
30,Treat You Better,Shawn Mendes,,,2260234,spotify_global,2026-07-10,42.0,treat you better — shawn mendes
31,Raindance (w/ Tems ),Dave,,,2259305,spotify_global,2026-07-10,40.0,raindance (w/ tems ) — dave
32,"ICONIC BY MISTAKE (w/ ILLIT , KATSEYE )",LE SSERAFIM,,,2244978,spotify_global,2026-07-10,38.0,"iconic by mistake (w/ illit , katseye ) — le sserafim"
33,Dracula - JENNIE Remix (w/ JENNIE ),Tame Impala,,,2238928,spotify_global,2026-07-10,36.0,dracula - jennie remix (w/ jennie ) — tame impala
34,Sailor Song,Gigi Perez,,,2224293,spotify_global,2026-07-10,34.0,sailor song — gigi perez
35,Lush Life,Zara Larsson,,,2208304,spotify_global,2026-07-10,32.0,lush life — zara larsson
36,Chicago,Michael Jackson,,,2207652,spotify_global,2026-07-10,30.0,chicago — michael jackson
37,Mr. Brightside,The Killers,,,2207570,spotify_global,2026-07-10,28.000000000000004,mr. brightside — the killers
38,Riptide,Vance Joy,,,2207115,spotify_global,2026-07-10,26.0,riptide — vance joy
39,Sweater Weather,The Neighbourhood,,,2174740,spotify_global,2026-07-10,24.0,sweater weather — the neighbourhood
40,So Easy (To Fall In Love),Olivia Dean,,,2168816,spotify_global,2026-07-10,22.0,so easy (to fall in love) — olivia dean
41,Cinderella (w/ Ty Dolla $ign ),Mac Miller,,,2168601,spotify_global,2026-07-10,20.0,cinderella (w/ ty dolla $ign ) — mac miller
42,On The Floor (w/ Pitbull ),Jennifer Lopez,,,2168295,spotify_global,2026-07-10,18.0,on the floor (w/ pitbull ) — jennifer lopez
43,Every Breath You Take,The Police,,,2163733,spotify_global,2026-07-10,16.0,every breath you take — the police
44,BIRDS OF A FEATHER,Billie Eilish,,,2131907,spotify_global,2026-07-10,14.000000000000002,birds of a feather — billie eilish
45,BAILE INoLVIDABLE,Bad Bunny,,,2130364,spotify_global,2026-07-10,12.0,baile inolvidable — bad bunny
46,Sign of the Times,Harry Styles,,,2111700,spotify_global,2026-07-10,10.0,sign of the times — harry styles
47,NUEVAYoL,Bad Bunny,,,2111638,spotify_global,2026-07-10,8.0,nuevayol — bad bunny
48,Yellow,Coldplay,,,2036476,spotify_global,2026-07-10,6.0,yellow — coldplay
49,"One Dance (w/ Wizkid , Kyla )",Drake,,,2029395,spotify_global,2026-07-10,4.0,"one dance (w/ wizkid , kyla ) — drake"
50,WHERE IS MY HUSBAND!,RAYE,,,1972347,spotify_global,2026-07-10,2.0,where is my husband! — raye
1,Choosin' Texas,Ella Langley,,,1571919,spotify_us,2026-07-10,100.0,choosin' texas — ella langley
2,stupid song,Olivia Rodrigo,,,1235050,spotify_us,2026-07-10,98.0,stupid song — olivia rodrigo
3,Earrings,Malcolm Todd,,,1216346,spotify_us,2026-07-10,96.0,earrings — malcolm todd
4,hate that i made you love me,Ariana Grande,,,1008928,spotify_us,2026-07-10,94.0,hate that i made you love me — ariana grande
5,the cure,Olivia Rodrigo,,,965947,spotify_us,2026-07-10,92.0,the cure — olivia rodrigo
6,Cinderella (w/ Ty Dolla $ign ),Mac Miller,,,905580,spotify_us,2026-07-10,90.0,cinderella (w/ ty dolla $ign ) — mac miller
7,Janice STFU,Drake,,,875168,spotify_us,2026-07-10,88.0,janice stfu — drake
8,drop dead,Olivia Rodrigo,,,850012,spotify_us,2026-07-10,86.0,drop dead — olivia rodrigo
9,Babydoll,Dominic Fike,,,828373,spotify_us,2026-07-10,84.0,babydoll — dominic fike
10,Be Her,Ella Langley,,,819808,spotify_us,2026-07-10,82.0,be her — ella langley
11,honeybee,Olivia Rodrigo,,,807861,spotify_us,2026-07-10,80.0,honeybee — olivia rodrigo
12,Billie Jean,Michael Jackson,,,803922,spotify_us,2026-07-10,78.0,billie jean — michael jackson
13,Mr. Brightside,The Killers,,,801806,spotify_us,2026-07-10,76.0,mr. brightside — the killers
14,weren't for the wind,Ella Langley,,,766752,spotify_us,2026-07-10,74.0,weren't for the wind — ella langley
15,Man I Need,Olivia Dean,,,752973,spotify_us,2026-07-10,72.0,man i need — olivia dean
16,Boston,STELLA LEFTY,,,717183,spotify_us,2026-07-10,70.0,boston — stella lefty
17,I Got Better,Morgan Wallen,,,696587,spotify_us,2026-07-10,68.0,i got better — morgan wallen
18,Dreams - 2001 Remaster,Fleetwood Mac,,,690054,spotify_us,2026-07-10,66.0,dreams - 2001 remaster — fleetwood mac
19,Broken Window Serenade,Whiskey Myers,,,680683,spotify_us,2026-07-10,64.0,broken window serenade — whiskey myers
20,Chicago,Michael Jackson,,,678383,spotify_us,2026-07-10,62.0,chicago — michael jackson
21,expectations,Olivia Rodrigo,,,669440,spotify_us,2026-07-10,60.0,expectations — olivia rodrigo
22,maggots for brains,Olivia Rodrigo,,,666277,spotify_us,2026-07-10,57.99999999999999,maggots for brains — olivia rodrigo
23,Self Aware,Temper City,,,640537,spotify_us,2026-07-10,56.00000000000001,self aware — temper city
24,"I Knew It, I Knew You",Taylor Swift,,,638187,spotify_us,2026-07-10,54.0,"i knew it, i knew you — taylor swift"
25,Orbiter,Noah Kahan,,,629942,spotify_us,2026-07-10,52.0,orbiter — noah kahan
26,whatâs wrong with me (w/ Robert Smith ),Olivia Rodrigo,,,617014,spotify_us,2026-07-10,50.0,whatâs wrong with me (w/ robert smith ) — olivia rodrigo
27,E85,Don Toliver,,,593048,spotify_us,2026-07-10,48.0,e85 — don toliver
28,I Can't Love You Anymore (w/ Morgan Wallen ),Ella Langley,,,592529,spotify_us,2026-07-10,46.0,i can't love you anymore (w/ morgan wallen ) — ella langley
29,misery.,pupsies,,,590469,spotify_us,2026-07-10,44.0,misery. — pupsies
30,Beat It,Michael Jackson,,,589326,spotify_us,2026-07-10,42.0,beat it — michael jackson
31,Beauty And A Beat (w/ Nicki Minaj ),Justin Bieber,,,579826,spotify_us,2026-07-10,40.0,beauty and a beat (w/ nicki minaj ) — justin bieber
32,Freakinâ Out,Dexter and The Moonrocks,,,576415,spotify_us,2026-07-10,38.0,freakinâ out — dexter and the moonrocks
33,my way,Olivia Rodrigo,,,575333,spotify_us,2026-07-10,36.0,my way — olivia rodrigo
34,Wagon Wheel,Darius Rucker,,,573447,spotify_us,2026-07-10,34.0,wagon wheel — darius rucker
35,back to friends,sombr,,,567724,spotify_us,2026-07-10,32.0,back to friends — sombr
36,So Easy (To Fall In Love),Olivia Dean,,,558279,spotify_us,2026-07-10,30.0,so easy (to fall in love) — olivia dean
37,u + me = <3,Olivia Rodrigo,,,557485,spotify_us,2026-07-10,28.000000000000004,u + me = <3 — olivia rodrigo
38,"Courtesy Of The Red, White And Blue (The Angry American)",Toby Keith,,,557261,spotify_us,2026-07-10,26.0,"courtesy of the red, white and blue (the angry american) — toby keith"
39,less,Olivia Rodrigo,,,557104,spotify_us,2026-07-10,24.0,less — olivia rodrigo
40,Springsteen,Eric Church,,,551533,spotify_us,2026-07-10,22.0,springsteen — eric church
41,Stateside + Zara Larsson (w/ Zara Larsson ),PinkPantheress,,,550575,spotify_us,2026-07-10,20.0,stateside + zara larsson (w/ zara larsson ) — pinkpantheress
42,Chicken Fried,Zac Brown Band,,,550051,spotify_us,2026-07-10,18.0,chicken fried — zac brown band
43,Iris,The Goo Goo Dolls,,,542003,spotify_us,2026-07-10,16.0,iris — the goo goo dolls
44,begged,Olivia Rodrigo,,,531461,spotify_us,2026-07-10,14.000000000000002,begged — olivia rodrigo
45,Don't Stop Believin' (2022 Remaster),Journey,,,529499,spotify_us,2026-07-10,12.0,don't stop believin' (2022 remaster) — journey
46,Ordinary,Alex Warren,,,520324,spotify_us,2026-07-10,10.0,ordinary — alex warren
47,NOBLE,F3miii,,,519947,spotify_us,2026-07-10,8.0,noble — f3miii
48,Doors,Noah Kahan,,,511681,spotify_us,2026-07-10,6.0,doors — noah kahan
49,The Fate of Ophelia,Taylor Swift,,,510850,spotify_us,2026-07-10,4.0,the fate of ophelia — taylor swift
50,Fortunate Son,Creedence Clearwater Revival,,,510070,spotify_us,2026-07-10,2.0,fortunate son — creedence clearwater revival
1,Choosin' Texas,Ella Langley,,,0,billboard,2026-07-10,100.0,choosin' texas — ella langley
2,"I Knew It, I Knew You",Taylor Swift,,,0,billboard,2026-07-10,98.0,"i knew it, i knew you — taylor swift"
3,Be Her,Ella Langley,,,0,billboard,2026-07-10,96.0,be her — ella langley
4,Janice STFU,Drake,,,0,billboard,2026-07-10,94.0,janice stfu — drake
5,Man I Need,Olivia Dean,,,0,billboard,2026-07-10,92.0,man i need — olivia dean
6,I Can't Love You Anymore,Ella Langley & Morgan Wallen,,,0,billboard,2026-07-10,90.0,i can't love you anymore — ella langley & morgan wallen
7,Hate That I Made You Love Me,Ariana Grande,,,0,billboard,2026-07-10,88.0,hate that i made you love me — ariana grande
8,Dracula,Tame Impala & JENNIE,,,0,billboard,2026-07-10,86.0,dracula — tame impala & jennie
9,Drop Dead,Olivia Rodrigo,,,0,billboard,2026-07-10,84.0,drop dead — olivia rodrigo
10,I Just Might,Bruno Mars,,,0,billboard,2026-07-10,82.0,i just might — bruno mars
11,Stupid Song,Olivia Rodrigo,,,0,billboard,2026-07-10,80.0,stupid song — olivia rodrigo
12,So Easy (To Fall In Love),Olivia Dean,,,0,billboard,2026-07-10,78.0,so easy (to fall in love) — olivia dean
13,Boston,Stella Lefty,,,0,billboard,2026-07-10,76.0,boston — stella lefty
14,Risk It All,Bruno Mars,,,0,billboard,2026-07-10,74.0,risk it all — bruno mars
15,Homewrecker,sombr,,,0,billboard,2026-07-10,72.0,homewrecker — sombr
16,Stateside,PinkPantheress With Zara Larsson,,,0,billboard,2026-07-10,70.0,stateside — pinkpantheress with zara larsson
17,Midnight Sun,Zara Larsson,,,0,billboard,2026-07-10,68.0,midnight sun — zara larsson
18,The Cure,Olivia Rodrigo,,,0,billboard,2026-07-10,66.0,the cure — olivia rodrigo
19,Spend Dat,Yung Miami,,,0,billboard,2026-07-10,64.0,spend dat — yung miami
20,Be By You,Luke Combs,,,0,billboard,2026-07-10,62.0,be by you — luke combs
21,Don't We,Morgan Wallen,,,0,billboard,2026-07-10,60.0,don't we — morgan wallen
22,Earrings,Malcolm Todd,,,0,billboard,2026-07-10,57.99999999999999,earrings — malcolm todd
23,Shabang,Drake,,,0,billboard,2026-07-10,56.00000000000001,shabang — drake
24,Honeybee,Olivia Rodrigo,,,0,billboard,2026-07-10,54.0,honeybee — olivia rodrigo
25,Cinderella,Mac Miller Featuring Ty Dolla $ign,,,0,billboard,2026-07-10,52.0,cinderella — mac miller featuring ty dolla $ign
26,Babydoll,Dominic Fike,,,0,billboard,2026-07-10,50.0,babydoll — dominic fike
27,Sleepless In A Hotel Room,Luke Combs,,,0,billboard,2026-07-10,48.0,sleepless in a hotel room — luke combs
28,E85,Don Toliver,,,0,billboard,2026-07-10,46.0,e85 — don toliver
29,American Girls,Harry Styles,,,0,billboard,2026-07-10,44.0,american girls — harry styles
30,My Body Isn't Ready,sombr,,,0,billboard,2026-07-10,42.0,my body isn't ready — sombr
31,Maggots For Brains,Olivia Rodrigo,,,0,billboard,2026-07-10,40.0,maggots for brains — olivia rodrigo
32,Chicago,Michael Jackson,,,0,billboard,2026-07-10,38.0,chicago — michael jackson
33,Die On This Hill,Sienna Spiro,,,0,billboard,2026-07-10,36.0,die on this hill — sienna spiro
34,Hit The Wall,Gracie Abrams,,,0,billboard,2026-07-10,34.0,hit the wall — gracie abrams
35,Expectations,Olivia Rodrigo,,,0,billboard,2026-07-10,32.0,expectations — olivia rodrigo
36,Don't Tell On Me,Jason Aldean,,,0,billboard,2026-07-10,30.0,don't tell on me — jason aldean
37,Freakin' Out,Dexter And The Moonrocks,,,0,billboard,2026-07-10,28.000000000000004,freakin' out — dexter and the moonrocks
38,Ran To Atlanta,Drake Featuring Future & Molly Santana,,,0,billboard,2026-07-10,26.0,ran to atlanta — drake featuring future & molly santana
39,Pop Dat Thang,DaBaby,,,0,billboard,2026-07-10,24.0,pop dat thang — dababy
40,What's Wrong With Me,Olivia Rodrigo & Robert Smith,,,0,billboard,2026-07-10,22.0,what's wrong with me — olivia rodrigo & robert smith
41,Change My Mind,Riley Green,,,0,billboard,2026-07-10,20.0,change my mind — riley green
42,My Way,Olivia Rodrigo,,,0,billboard,2026-07-10,18.0,my way — olivia rodrigo
43,Loving Life Again,Ella Langley,,,0,billboard,2026-07-10,16.0,loving life again — ella langley
44,What You Need,Tems,,,0,billboard,2026-07-10,14.000000000000002,what you need — tems
45,Beautiful Things,Megan Moroney,,,0,billboard,2026-07-10,12.0,beautiful things — megan moroney
46,Human Nature,Michael Jackson,,,0,billboard,2026-07-10,10.0,human nature — michael jackson
47,The Great Divide,Noah Kahan,,,0,billboard,2026-07-10,8.0,the great divide — noah kahan
48,u + me = <3,Olivia Rodrigo,,,0,billboard,2026-07-10,6.0,u + me = <3 — olivia rodrigo
49,Iconic By Mistake,"Le Sserafim, ILLIT & KATSEYE",,,0,billboard,2026-07-10,4.0,"iconic by mistake — le sserafim, illit & katseye"
50,2 Hard 4 The Radio,Drake,,,0,billboard,2026-07-10,2.0,2 hard 4 the radio — drake
