rank,title,artist,album,genre,streams,source,fetched_at,score,key
1,Janice STFU,Drake,,Hip-Hop/Rap,0,apple_music,2026-05-22,100.0,janice stfu — drake
2,Ran To Atlanta,"Drake, Future & Molly Santana",,Hip-Hop/Rap,0,apple_music,2026-05-22,98.0,"ran to atlanta — drake, future & molly santana"
3,Shabang,Drake,,Hip-Hop/Rap,0,apple_music,2026-05-22,96.0,shabang — drake
4,Whisper My Name,Drake,,Hip-Hop/Rap,0,apple_music,2026-05-22,94.0,whisper my name — drake
5,National Treasures,Drake,,Hip-Hop/Rap,0,apple_music,2026-05-22,92.0,national treasures — drake
6,Make Them Pay,Drake,,Hip-Hop/Rap,0,apple_music,2026-05-22,90.0,make them pay — drake
7,2 Hard 4 The Radio,Drake,,Hip-Hop/Rap,0,apple_music,2026-05-22,88.0,2 hard 4 the radio — drake
8,Plot Twist,Drake,,Hip-Hop/Rap,0,apple_music,2026-05-22,86.0,plot twist — drake
9,Dust,Drake,,Hip-Hop/Rap,0,apple_music,2026-05-22,84.0,dust — drake
10,Burning Bridges,Drake,,Hip-Hop/Rap,0,apple_music,2026-05-22,82.0,burning bridges — drake
11,B’s On The Table,Drake & 21 Savage,,Hip-Hop/Rap,0,apple_music,2026-05-22,80.0,b’s on the table — drake & 21 savage
12,Make Them Cry,Drake,,Hip-Hop/Rap,0,apple_music,2026-05-22,78.0,make them cry — drake
13,Little Birdie,Drake,,Hip-Hop/Rap,0,apple_music,2026-05-22,76.0,little birdie — drake
14,What Did I Miss?,Drake,,Hip-Hop/Rap,0,apple_music,2026-05-22,74.0,what did i miss? — drake
15,Choosin' Texas,Ella Langley,,Country,0,apple_music,2026-05-22,72.0,choosin' texas — ella langley
16,Make Them Remember,Drake,,Hip-Hop/Rap,0,apple_music,2026-05-22,70.0,make them remember — drake
17,I’m Spent,Drake & Loe Shimmy,,R&B/Soul,0,apple_music,2026-05-22,68.0,i’m spent — drake & loe shimmy
18,Don’t Worry,Drake,,Hip-Hop/Rap,0,apple_music,2026-05-22,66.0,don’t worry — drake
19,Make Them Know,Drake,,Hip-Hop/Rap,0,apple_music,2026-05-22,64.0,make them know — drake
20,Hoe Phase,Drake,,Hip-Hop/Rap,0,apple_music,2026-05-22,62.0,hoe phase — drake
21,WNBA,Drake,,R&B/Soul,0,apple_music,2026-05-22,60.0,wnba — drake
22,Classic,Drake,,R&B/Soul,0,apple_music,2026-05-22,57.99999999999999,classic — drake
23,Firm Friends,Drake,,Hip-Hop/Rap,0,apple_music,2026-05-22,56.00000000000001,firm friends — drake
24,Fortworth,Drake & PARTYNEXTDOOR,,R&B/Soul,0,apple_music,2026-05-22,54.0,fortworth — drake & partynextdoor
25,Be Her,Ella Langley,,Country,0,apple_music,2026-05-22,52.0,be her — ella langley
26,I Can't Love You Anymore,Ella Langley & Morgan Wallen,,Country,0,apple_music,2026-05-22,50.0,i can't love you anymore — ella langley & morgan wallen
27,Slap The City,Drake & Qendresa,,R&B/Soul,0,apple_music,2026-05-22,48.0,slap the city — drake & qendresa
28,High Fives,Drake,,R&B/Soul,0,apple_music,2026-05-22,46.0,high fives — drake
29,White Bone,Drake,,R&B/Soul,0,apple_music,2026-05-22,44.0,white bone — drake
30,Billie Jean,Michael Jackson,,Pop,0,apple_music,2026-05-22,42.0,billie jean — michael jackson
31,20 Cigarettes,Morgan Wallen,,Country,0,apple_music,2026-05-22,40.0,20 cigarettes — morgan wallen
32,Road Trips,Drake,,Hip-Hop/Rap,0,apple_music,2026-05-22,38.0,road trips — drake
33,Gen 5,Drake,,R&B/Soul,0,apple_music,2026-05-22,36.0,gen 5 — drake
34,Human Nature,Michael Jackson,,Pop,0,apple_music,2026-05-22,34.0,human nature — michael jackson
35,Cheetah Print,Drake & Sexyy Red,,Hip-Hop/Rap,0,apple_music,2026-05-22,32.0,cheetah print — drake & sexyy red
36,Hurrr Nor Thurrr,Drake & Sexyy Red,,R&B/Soul,0,apple_music,2026-05-22,30.0,hurrr nor thurrr — drake & sexyy red
37,Chicago,Michael Jackson,,Pop,0,apple_music,2026-05-22,28.000000000000004,chicago — michael jackson
38,I'm The Problem,Morgan Wallen,,Country,0,apple_music,2026-05-22,26.0,i'm the problem — morgan wallen
39,Bottom Of Your Boots,Ella Langley,,Country,0,apple_music,2026-05-22,24.0,bottom of your boots — ella langley
40,E85,Don Toliver,,Hip-Hop/Rap,0,apple_music,2026-05-22,22.0,e85 — don toliver
41,Spend Dat,Yung Miami,,Hip-Hop/Rap,0,apple_music,2026-05-22,20.0,spend dat — yung miami
42,What I Want,Morgan Wallen & Tate McRae,,Country,0,apple_music,2026-05-22,18.0,what i want — morgan wallen & tate mcrae
43,True Bestie,Drake & Iconic Savvy,,Hip-Hop/Rap,0,apple_music,2026-05-22,16.0,true bestie — drake & iconic savvy
44,Boston,STELLA LEFTY,,Country,0,apple_music,2026-05-22,14.000000000000002,boston — stella lefty
45,Dirty Diana,Michael Jackson,,Pop,0,apple_music,2026-05-22,12.0,dirty diana — michael jackson
46,Freestyle,Lil Baby,,Hip-Hop/Rap,0,apple_music,2026-05-22,10.0,freestyle — lil baby
47,Beat It,Michael Jackson,,Pop,0,apple_music,2026-05-22,8.0,beat it — michael jackson
48,Dandelion,Ella Langley,,Country,0,apple_music,2026-05-22,6.0,dandelion — ella langley
49,Man I Need,Olivia Dean,,Pop,0,apple_music,2026-05-22,4.0,man i need — olivia dean
50,Just In Case,Morgan Wallen,,Country,0,apple_music,2026-05-22,2.0,just in case — morgan wallen
1,Billie Jean,Michael Jackson,,,5751925,spotify_global,2026-05-22,100.0,billie jean — michael jackson
2,Beauty And A Beat (w/ Nicki Minaj ),Justin Bieber,,,5614797,spotify_global,2026-05-22,98.0,beauty and a beat (w/ nicki minaj ) — justin bieber
3,SWIM,BTS,,,5121570,spotify_global,2026-05-22,96.0,swim — bts
4,Janice STFU,Drake,,,4923465,spotify_global,2026-05-22,94.0,janice stfu — drake
5,Babydoll,Dominic Fike,,,4710255,spotify_global,2026-05-22,92.0,babydoll — dominic fike
6,Beat It,Michael Jackson,,,4526140,spotify_global,2026-05-22,90.0,beat it — michael jackson
7,National Treasures,Drake,,,4056171,spotify_global,2026-05-22,88.0,national treasures — drake
8,"Ran To Atlanta (w/ Future , Molly Santana )",Drake,,,3869490,spotify_global,2026-05-22,86.0,"ran to atlanta (w/ future , molly santana ) — drake"
9,Whisper My Name,Drake,,,3591103,spotify_global,2026-05-22,84.0,whisper my name — drake
10,Earrings,Malcolm Todd,,,3371789,spotify_global,2026-05-22,82.0,earrings — malcolm todd
11,The One That Got Away,Katy Perry,,,3325190,spotify_global,2026-05-22,80.0,the one that got away — katy perry
12,back to friends,sombr,,,3315299,spotify_global,2026-05-22,78.0,back to friends — sombr
13,Human Nature,Michael Jackson,,,3289742,spotify_global,2026-05-22,76.0,human nature — michael jackson
14,Shabang,Drake,,,3242932,spotify_global,2026-05-22,74.0,shabang — drake
