rank,title,artist,album,genre,streams,source,fetched_at,score,key
41,NUEVAYoL,Bad Bunny,,,2220936,spotify_global,2026-06-05,20.0,nuevayol — bad bunny
42,"Golden (w/ EJae , AUDREY NUNA , REI AMI , KPop Demon Hunters Cast )",HUNTR/X,,,2202732,spotify_global,2026-06-05,18.0,"golden (w/ ejae , audrey nuna , rei ami , kpop demon hunters cast ) — huntr/x"
43,Smooth Criminal - 2012 Remaster,Michael Jackson,,,2162964,spotify_global,2026-06-05,16.0,smooth criminal - 2012 remaster — michael jackson
44,Dracula,Tame Impala,,,2135520,spotify_global,2026-06-05,14.000000000000002,dracula — tame impala
45,National Treasures,Drake,,,2132156,spotify_global,2026-06-05,12.0,national treasures — drake
46,NOBLE,F3miii,,,2092395,spotify_global,2026-06-05,10.0,noble — f3miii
47,Locked out of Heaven,Bruno Mars,,,2087456,spotify_global,2026-06-05,8.0,locked out of heaven — bruno mars
48,Creep,Radiohead,,,2043670,spotify_global,2026-06-05,6.0,creep — radiohead
49,Riptide,Vance Joy,,,2017777,spotify_global,2026-06-05,4.0,riptide — vance joy
50,I Wanna Be Yours,Arctic Monkeys,,,2003845,spotify_global,2026-06-05,2.0,i wanna be yours — arctic monkeys
1,Choosin' Texas,Ella Langley,,,2022154,spotify_us,2026-06-05,100.0,choosin' texas — ella langley
2,hate that i made you love me,Ariana Grande,,,1747832,spotify_us,2026-06-05,98.0,hate that i made you love me — ariana grande
3,Janice STFU,Drake,,,1616455,spotify_us,2026-06-05,96.0,janice stfu — drake
4,Earrings,Malcolm Todd,,,1268855,spotify_us,2026-06-05,94.0,earrings — malcolm todd
5,the cure,Olivia Rodrigo,,,1209145,spotify_us,2026-06-05,92.0,the cure — olivia rodrigo
6,Billie Jean,Michael Jackson,,,1131366,spotify_us,2026-06-05,90.0,billie jean — michael jackson
7,Be Her,Ella Langley,,,1035137,spotify_us,2026-06-05,88.0,be her — ella langley
8,Babydoll,Dominic Fike,,,1009610,spotify_us,2026-06-05,86.0,babydoll — dominic fike
9,Chicago,Michael Jackson,,,1003002,spotify_us,2026-06-05,84.0,chicago — michael jackson
10,Cinderella (w/ Ty Dolla $ign ),Mac Miller,,,910324,spotify_us,2026-06-05,82.0,cinderella (w/ ty dolla $ign ) — mac miller
11,Shabang,Drake,,,894451,spotify_us,2026-06-05,80.0,shabang — drake
12,E85,Don Toliver,,,878811,spotify_us,2026-06-05,78.0,e85 — don toliver
13,Mr. Brightside,The Killers,,,874461,spotify_us,2026-06-05,76.0,mr. brightside — the killers
14,Beat It,Michael Jackson,,,835162,spotify_us,2026-06-05,74.0,beat it — michael jackson
15,National Treasures,Drake,,,810432,spotify_us,2026-06-05,72.0,national treasures — drake
16,Man I Need,Olivia Dean,,,804394,spotify_us,2026-06-05,70.0,man i need — olivia dean
17,drop dead,Olivia Rodrigo,,,794844,spotify_us,2026-06-05,68.0,drop dead — olivia rodrigo
18,Whisper My Name,Drake,,,784604,spotify_us,2026-06-05,66.0,whisper my name — drake
19,Human Nature,Michael Jackson,,,764011,spotify_us,2026-06-05,64.0,human nature — michael jackson
20,"Ran To Atlanta (w/ Future , Molly Santana )",Drake,,,741367,spotify_us,2026-06-05,62.0,"ran to atlanta (w/ future , molly santana ) — drake"
21,I Got Better,Morgan Wallen,,,733386,spotify_us,2026-06-05,60.0,i got better — morgan wallen
22,Don't Stop 'Til You Get Enough - Single Version,Michael Jackson,,,731712,spotify_us,2026-06-05,57.99999999999999,don't stop 'til you get enough - single version — michael jackson
23,Stateside + Zara Larsson (w/ Zara Larsson ),PinkPantheress,,,721605,spotify_us,2026-06-05,56.00000000000001,stateside + zara larsson (w/ zara larsson ) — pinkpantheress
24,NOBLE,F3miii,,,718063,spotify_us,2026-06-05,54.0,noble — f3miii
25,weren't for the wind,Ella Langley,,,713009,spotify_us,2026-06-05,52.0,weren't for the wind — ella langley
26,Beauty And A Beat (w/ Nicki Minaj ),Justin Bieber,,,707265,spotify_us,2026-06-05,50.0,beauty and a beat (w/ nicki minaj ) — justin bieber
27,Dreams - 2001 Remaster,Fleetwood Mac,,,691622,spotify_us,2026-06-05,48.0,dreams - 2001 remaster — fleetwood mac
28,Freakinâ Out,Dexter and The Moonrocks,,,688544,spotify_us,2026-06-05,46.0,freakinâ out — dexter and the moonrocks
29,Broken Window Serenade,Whiskey Myers,,,675702,spotify_us,2026-06-05,44.0,broken window serenade — whiskey myers
30,I Can't Love You Anymore (w/ Morgan Wallen ),Ella Langley,,,661008,spotify_us,2026-06-05,42.0,i can't love you anymore (w/ morgan wallen ) — ella langley
31,DtMF,Bad Bunny,,,629018,spotify_us,2026-06-05,40.0,dtmf — bad bunny
32,So Easy (To Fall In Love),Olivia Dean,,,625978,spotify_us,2026-06-05,38.0,so easy (to fall in love) — olivia dean
33,Boston,STELLA LEFTY,,,618859,spotify_us,2026-06-05,36.0,boston — stella lefty
34,DAISIES,Justin Bieber,,,615643,spotify_us,2026-06-05,34.0,daisies — justin bieber
35,iloveitiloveitiloveit,Bella Kay,,,613914,spotify_us,2026-06-05,32.0,iloveitiloveitiloveit — bella kay
36,End of Beginning,Djo,,,605448,spotify_us,2026-06-05,30.0,end of beginning — djo
37,back to friends,sombr,,,590695,spotify_us,2026-06-05,28.000000000000004,back to friends — sombr
38,2 Hard 4 The Radio,Drake,,,586628,spotify_us,2026-06-05,26.0,2 hard 4 the radio — drake
39,Iris,The Goo Goo Dolls,,,575873,spotify_us,2026-06-05,24.0,iris — the goo goo dolls
40,The Spins (w/ Empire Of The Sun ),Mac Miller,,,575023,spotify_us,2026-06-05,22.0,the spins (w/ empire of the sun ) — mac miller
41,Self Aware,Temper City,,,574102,spotify_us,2026-06-05,20.0,self aware — temper city
42,White Keys,Dominic Fike,,,567490,spotify_us,2026-06-05,18.0,white keys — dominic fike
43,The One That Got Away,Katy Perry,,,563287,spotify_us,2026-06-05,16.0,the one that got away — katy perry
44,Risk It All,Bruno Mars,,,558992,spotify_us,2026-06-05,14.000000000000002,risk it all — bruno mars
45,Ordinary,Alex Warren,,,552223,spotify_us,2026-06-05,12.0,ordinary — alex warren
46,Doors,Noah Kahan,,,547773,spotify_us,2026-06-05,10.0,doors — noah kahan
47,Orbiter,Noah Kahan,,,543241,spotify_us,2026-06-05,8.0,orbiter — noah kahan
48,Hell At Night (w/ Ella Langley ),BigXthaPlug,,,533163,spotify_us,2026-06-05,6.0,hell at night (w/ ella langley ) — bigxthaplug
49,"Golden (w/ EJae , AUDREY NUNA , REI AMI , KPop Demon Hunters Cast )",HUNTR/X,,,531900,spotify_us,2026-06-05,4.0,"golden (w/ ejae , audrey nuna , rei ami , kpop demon hunters cast ) — huntr/x"
50,Love Me Not,Ravyn Lenae,,,531160,spotify_us,2026-06-05,2.0,love me not — ravyn lenae
1,Janice STFU,Drake,,,0,billboard,2026-06-05,100.0,janice stfu — drake
2,Choosin' Texas,Ella Langley,,,0,billboard,2026-06-05,98.0,choosin' texas — ella langley
3,Be Her,Ella Langley,,,0,billboard,2026-06-05,96.0,be her — ella langley
4,Shabang,Drake,,,0,billboard,2026-06-05,94.0,shabang — drake
5,The Cure,Olivia Rodrigo,,,0,billboard,2026-06-05,92.0,the cure — olivia rodrigo
6,Ran To Atlanta,Drake Featuring Future & Molly Santana,,,0,billboard,2026-06-05,90.0,ran to atlanta — drake featuring future & molly santana
7,So Easy (To Fall In Love),Olivia Dean,,,0,billboard,2026-06-05,88.0,so easy (to fall in love) — olivia dean
8,I Just Might,Bruno Mars,,,0,billboard,2026-06-05,86.0,i just might — bruno mars
9,Whisper My Name,Drake,,,0,billboard,2026-06-05,84.0,whisper my name — drake
10,Man I Need,Olivia Dean,,,0,billboard,2026-06-05,82.0,man i need — olivia dean
11,National Treasures,Drake,,,0,billboard,2026-06-05,80.0,national treasures — drake
12,Drop Dead,Olivia Rodrigo,,,0,billboard,2026-06-05,78.0,drop dead — olivia rodrigo
13,I Can't Love You Anymore,Ella Langley & Morgan Wallen,,,0,billboard,2026-06-05,76.0,i can't love you anymore — ella langley & morgan wallen
14,Dracula,Tame Impala & JENNIE,,,0,billboard,2026-06-05,74.0,dracula — tame impala & jennie
15,2 Hard 4 The Radio,Drake,,,0,billboard,2026-06-05,72.0,2 hard 4 the radio — drake
16,Risk It All,Bruno Mars,,,0,billboard,2026-06-05,70.0,risk it all — bruno mars
17,Stateside,PinkPantheress With Zara Larsson,,,0,billboard,2026-06-05,68.0,stateside — pinkpantheress with zara larsson
18,Folded,Kehlani,,,0,billboard,2026-06-05,66.0,folded — kehlani
19,Billie Jean,Michael Jackson,,,0,billboard,2026-06-05,64.0,billie jean — michael jackson
20,Boston,Stella Lefty,,,0,billboard,2026-06-05,62.0,boston — stella lefty
21,Plot Twist,Drake,,,0,billboard,2026-06-05,60.0,plot twist — drake
22,Make Them Pay,Drake,,,0,billboard,2026-06-05,57.99999999999999,make them pay — drake
23,Homewrecker,sombr,,,0,billboard,2026-06-05,56.00000000000001,homewrecker — sombr
24,Dust,Drake,,,0,billboard,2026-06-05,54.0,dust — drake
25,Midnight Sun,Zara Larsson,,,0,billboard,2026-06-05,52.0,midnight sun — zara larsson
26,Sleepless In A Hotel Room,Luke Combs,,,0,billboard,2026-06-05,50.0,sleepless in a hotel room — luke combs
27,B's On The Table,Drake Featuring 21 Savage,,,0,billboard,2026-06-05,48.0,b's on the table — drake featuring 21 savage
28,Burning Bridges,Drake,,,0,billboard,2026-06-05,46.0,burning bridges — drake
29,Earrings,Malcolm Todd,,,0,billboard,2026-06-05,44.0,earrings — malcolm todd
30,Chicago,Michael Jackson,,,0,billboard,2026-06-05,42.0,chicago — michael jackson
31,Human Nature,Michael Jackson,,,0,billboard,2026-06-05,40.0,human nature — michael jackson
32,Change My Mind,Riley Green,,,0,billboard,2026-06-05,38.0,change my mind — riley green
33,Babydoll,Dominic Fike,,,0,billboard,2026-06-05,36.0,babydoll — dominic fike
34,What Did I Miss?,Drake,,,0,billboard,2026-06-05,34.0,what did i miss? — drake
35,Make Them Cry,Drake,,,0,billboard,2026-06-05,32.0,make them cry — drake
36,Be By You,Luke Combs,,,0,billboard,2026-06-05,30.0,be by you — luke combs
37,Loving Life Again,Ella Langley,,,0,billboard,2026-06-05,28.000000000000004,loving life again — ella langley
38,E85,Don Toliver,,,0,billboard,2026-06-05,26.0,e85 — don toliver
39,Little Birdie,Drake,,,0,billboard,2026-06-05,24.0,little birdie — drake
40,Pop Dat Thang,DaBaby,,,0,billboard,2026-06-05,22.0,pop dat thang — dababy
41,The Great Divide,Noah Kahan,,,0,billboard,2026-06-05,20.0,the great divide — noah kahan
42,I'm Spent,Drake Featuring Loe Shimmy,,,0,billboard,2026-06-05,18.0,i'm spent — drake featuring loe shimmy
43,Don't Stop 'Til You Get Enough,Michael Jackson,,,0,billboard,2026-06-05,16.0,don't stop 'til you get enough — michael jackson
44,Swim,BTS,,,0,billboard,2026-06-05,14.000000000000002,swim — bts
45,Don’t Worry,Drake,,,0,billboard,2026-06-05,12.0,don’t worry — drake
46,American Girls,Harry Styles,,,0,billboard,2026-06-05,10.0,american girls — harry styles
47,Freakin' Out,Dexter And The Moonrocks,,,0,billboard,2026-06-05,8.0,freakin' out — dexter and the moonrocks
48,Hit The Wall,Gracie Abrams,,,0,billboard,2026-06-05,6.0,hit the wall — gracie abrams
49,Brunette,Tucker Wetmore,,,0,billboard,2026-06-05,4.0,brunette — tucker wetmore
50,Don't We,Morgan Wallen,,,0,billboard,2026-06-05,2.0,don't we — morgan wallen
